clade_name	metaphlan_SRR5930493	metaphlan_SRR5930494	metaphlan_SRR5930495	metaphlan_SRR5930497	metaphlan_SRR5930498	metaphlan_SRR5930499	metaphlan_SRR5930501	metaphlan_SRR5930502	metaphlan_SRR5930503	metaphlan_SRR5930504	metaphlan_SRR5930505	metaphlan_SRR5930506	metaphlan_SRR5930507	metaphlan_SRR5930508	metaphlan_SRR5930509	metaphlan_SRR5930510	metaphlan_SRR5930511	metaphlan_SRR5930512	metaphlan_SRR5930513	metaphlan_SRR5930514	metaphlan_SRR5930515	metaphlan_SRR5930516	metaphlan_SRR5930517	metaphlan_SRR5930518	metaphlan_SRR5930519	metaphlan_SRR5930520	metaphlan_SRR5930521	metaphlan_SRR5930522	metaphlan_SRR5930523	metaphlan_SRR5930526	metaphlan_SRR5930527	metaphlan_SRR5930528	metaphlan_SRR5930529	metaphlan_SRR5930530	metaphlan_SRR5930531	metaphlan_SRR5930532	metaphlan_SRR5930533	metaphlan_SRR5930534	metaphlan_SRR5930536
k__Bacteria|p__Firmicutes|c__CFGB45507|o__OFGB45507|f__FGB45507	0.0	0.00933	0.06162	0.0	0.0	0.02216	0.0	0.0	0.00418	0.0	0.0005	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0.0	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.02152	0.0	0.03974	0.00353	0.0	0.01001	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881	0.0	0.00924	0.0	0.0	0.0	0.0	0.01366	0.0	0.00724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882	0.0	0.07638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07488	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507	0.0	0.00867	0.0	0.07535	0.02151	0.01281	0.02576	0.0	0.02188	0.13539	0.02412	0.07269	0.0	0.00433	0.00122	0.01685	0.02867	0.08293	0.08521	0.0	0.0	0.0	0.129	0.09107	0.46431	0.0	0.02686	0.05569	0.0	0.0	0.0	0.08964	0.03906	0.0	0.01429	0.0	0.0	0.06877	0.05807
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840	0.0	0.00796	0.0	0.0	0.0	0.0	0.0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29241	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75783|o__OFGB75783|f__FGB75783	0.0	0.00749	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.00017	0.0	0.0	0.18064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238	0.0	0.00644	0.0	0.0	0.00488	0.0643	0.0	0.0	0.0	0.0	0.0	0.02422	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183	0.0	0.00602	0.03736	0.0	0.0	0.0433	0.0	0.0	0.0	0.0	0.0	0.0104	0.04596	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02222	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18762	0.0	0.0	0.00101	0.0	0.0	0.0	0.03441
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226	0.0	0.00118	0.0	0.0	0.0	0.11815	0.02852	0.0	0.13849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1787	0.0	0.037	0.0	0.0	0.0	0.07545	0.0	0.14781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2844|o__OFGB2844|f__FGB2844	0.0	0.00092	0.00085	0.00227	0.0	0.0	0.03804	0.0	0.0	0.0	0.0	0.0	0.0	0.05993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172	0.0	4e-05	0.0	0.0	0.0	0.0	0.01094	0.0	0.00123	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus	0.0	1.95294	0.0	0.17212	0.05459	0.0	0.0	0.0	0.0	0.0	0.64814	0.04843	0.17254	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.04243	0.0	0.0	0.0	0.00013	0.0	0.58649	0.2493	0.15747	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3167	0.0	1.94329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76723	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.59887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770	0.0	1.26559	0.00136	0.00257	0.50952	0.0	0.03914	0.0	0.04611	0.0	0.25351	0.25642	1.04164	0.15971	0.9433	0.0	0.0	0.0	0.0	0.24944	0.0	0.0	0.10657	0.0	0.0	0.0133	0.0	0.20323	0.0	0.0	0.10189	0.41803	0.0	0.0001	0.00345	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453	0.0	1.18399	0.0	0.0	3.00482	0.04241	0.00068	0.06948	0.0	0.0	0.01616	0.14265	0.89419	0.05412	0.0	0.0	0.0	0.0	0.0	0.3147	0.00537	0.0	0.2363	0.05582	0.0	0.0	0.02834	0.02954	0.0	0.0	1.43699	0.77945	0.13906	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3204	0.0	0.9407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9455	0.0	0.84058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	0.0	0.71305	1.71084	0.03849	0.16086	1.06086	0.0	0.9422	0.00129	0.46498	0.06264	0.48583	0.39863	0.20375	0.07377	0.16451	0.02495	0.00671	0.08754	0.00645	0.12566	0.00072	2.14465	0.43026	0.14393	0.0	0.054	1.30196	0.00521	0.08115	0.21553	1.39706	0.51913	0.03532	0.02741	1.93636	0.17727	0.04354	0.52814
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775	0.0	0.70305	0.0	0.00306	0.28827	0.17696	0.0	0.0	0.00383	0.0	0.0	0.07648	0.07235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42994	0.34843	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9086	0.0	0.62755	0.02904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994	0.0	0.54289	0.0	0.0889	0.0	0.50928	0.0	0.0	0.0	0.16231	0.03484	0.00186	0.0	0.0486	0.0	0.0	0.00521	0.13823	0.3199	0.0	0.0	0.0	0.0	0.0	0.45994	0.0	0.002	0.0	0.0	0.21477	0.00035	1.97723	0.0	0.0	0.0	0.0	0.0087	0.02741	0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524	0.0	0.48889	0.0	0.0	0.10266	0.63859	0.06578	0.0	0.01035	0.0	0.1483	0.62543	0.29704	0.05425	0.0	0.0	0.7138	0.0	0.0	0.07295	1.59272	0.00334	0.0	0.0	0.0	0.0	0.0	0.93496	0.0	0.0	0.02027	0.63547	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus	0.0	0.43453	0.0	0.0	0.0	0.0	0.0045	0.0	0.17113	2.06165	0.52306	5e-05	0.0	0.0	0.0	0.11037	0.14102	0.0	0.0	0.0	0.13533	0.0007	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.11264	0.0	0.13189	0.25886	0.0	0.00049	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enteroscipio	0.0	0.34065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12172	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9694	0.0	0.33923	0.30236	0.0	0.11129	0.1093	0.00722	0.0	0.00358	0.0	0.00073	0.0	0.11359	0.0	0.0	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421	0.00742	0.0	0.00377	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium	0.0	0.32582	0.07908	0.08322	0.00069	0.0	6e-05	0.0	0.0004	0.1239	0.29191	0.0	0.0	0.01463	0.01411	0.0	0.00724	0.0	0.03612	0.03975	0.0	0.0	0.02924	0.0552	0.0	0.0	0.0	0.0276	0.02256	0.003	0.13088	0.24252	0.0	0.07658	0.08387	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712	0.0	0.32532	0.0	0.0	0.0	0.0	0.09092	0.0	0.17547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1375	0.0	0.04944	0.0	0.0	0.0	0.10029	0.0	0.0	0.32728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB2999	0.0	0.3193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342	0.0	0.27682	0.0	0.0	0.0	0.0	0.12168	0.0	1.26885	0.0	0.0	0.00041	2.12732	2.30446	0.00073	0.0	0.03775	0.0	0.0	0.00598	0.0	0.05801	0.0	0.0	6e-05	0.0	0.0	0.01906	0.01715	0.00024	0.0	0.0	0.00195	0.00126	0.00289	0.00155	0.01536	0.0159	0.0006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas	0.0	0.25067	0.0	0.0	0.0	0.0	0.0	0.29694	0.0	0.00016	0.0	0.02613	0.0	0.14994	0.0	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.00145	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.01839	0.0	0.09847	0.0	0.0	0.0	0.03942	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora	0.0	0.22402	0.0	0.00049	0.37059	0.00516	0.0	0.0	0.0	0.14139	0.0	0.0	0.0	0.00596	0.00031	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.03934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04012	0.02234	0.01231	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9613	0.0	0.19712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424	0.0	0.1962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas	0.0	0.16947	0.02676	0.00097	0.0	0.20703	0.0	0.0	0.0	0.01412	0.0	0.28944	0.0	0.09389	0.0	0.05716	0.0	0.00012	0.00339	0.0	2.93669	0.0	0.24067	0.23424	0.0	0.0	0.004	0.05288	0.0	0.00705	0.00191	0.44742	0.47293	0.01211	0.0	0.6477	0.21728	0.0	0.11795
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033	0.0	0.1595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37702	0.06986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611	0.0	0.15275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01538	4e-05	0.0	0.00317	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB3680	0.0	0.14794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000	0.0	0.13642	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.00185	0.04926	0.0	0.02886	0.12163	0.03674	0.14026	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.0	0.0	0.0	0.01855	0.0	0.02682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569	0.0	0.13424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.01188	0.04982	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.00141	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.19961	0.00063	0.00988	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Woodwardibium	0.0	0.12015	0.0	0.0	0.0	0.13784	0.0	0.0	0.04672	0.0	0.00495	0.0	0.02346	0.0196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06577	0.0475	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella	0.0	0.11571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3004	0.0	0.11217	0.0	0.0	0.09928	0.0	0.0	0.0	0.0	0.0	0.0	1.21832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240	0.0	0.11008	0.0	0.01667	0.0	0.0	0.01011	0.0	0.20477	0.0	0.0	0.05296	0.0	0.0	0.0	0.0	0.19216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15105	0.0	0.0	0.0	0.0	0.08634	0.01653	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034	0.0	0.08962	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.00386	0.0	0.12406	0.02423	0.0	0.0	0.0	0.0	0.0	0.22676	0.00834	0.0	0.0	0.02875	0.0	0.00257	0.01712	1.93748	0.04913	0.0	0.01079	0.0	0.03365	0.0	0.00705	0.0	0.0015	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB45491	0.0	0.08856	0.0	0.0	0.55717	0.0	0.0	0.0	0.00592	0.0	0.00979	0.00563	0.02776	0.03075	0.0	0.0	0.0	0.0	0.0	0.01636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04311	0.0	0.0	0.02128	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.0	0.08682	0.34348	0.17965	0.02133	0.3502	0.00042	0.14825	0.00467	0.12753	0.01467	0.24057	0.04929	0.00723	0.01222	0.3383	0.02335	0.0055	0.01462	0.00141	0.41317	0.00111	0.0401	0.11409	0.25947	0.0	0.01806	0.02717	0.0	0.0638	0.02268	0.0918	0.00966	0.0164	0.00554	0.02915	0.09906	0.72646	0.99822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9115	0.0	0.08603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980	0.0	0.08448	0.0	0.00081	0.0472	0.05202	0.00016	0.02024	0.00265	0.0	0.03673	0.05906	0.02372	0.04112	0.00176	0.0	0.06844	0.0	0.0	0.0	0.0	0.00171	0.10827	0.02677	0.0	0.05602	0.06655	0.56963	0.02343	0.0	0.02281	0.0463	0.02111	0.05468	0.00197	0.14922	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480	0.0	0.08094	1.92322	0.0	0.00468	2.18826	0.00723	0.12377	0.00297	1.39415	0.00172	1.71534	0.00079	1.53803	2.69302	1.0055	5.51067	0.06807	0.00175	0.0	3.91309	0.00338	0.81443	0.00185	0.00086	0.00181	0.01752	0.86684	0.0078	0.0	1.48988	2.63442	2.58168	1.95413	0.00402	0.00527	0.00426	0.00153	0.44627
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus	0.0	0.07836	0.0	0.05985	0.0	0.24626	0.0	0.0	0.0	0.0	0.0	0.0	0.05078	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.0	0.0	1.71519	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudolachnospira	0.0	0.07207	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.00238	0.0	0.0	0.00746	0.0	0.00028	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79916	0.0	0.06333	0.0	0.03661	0.1352	0.0	0.0	0.00168	8e-05	0.0	0.0	0.0	0.0	1.99352	0.00023	0.0	0.0	0.0	0.0	0.27915	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	5e-05	0.0	0.00026	0.00025	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter	0.0	0.06309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0225	0.01549	0.0	0.0	0.0	0.0	0.08475	0.73643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3678	0.0	0.05906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08676	0.00197	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3002	0.0	0.05557	0.28797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0336	0.0	0.0	0.03103	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982	0.0	0.05421	0.0	0.04159	0.0	0.0	0.02435	0.0	0.06978	0.0	0.0	0.06063	0.0	0.05351	0.0	0.0	0.0	0.0	0.02168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05857	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.02214	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9782	0.0	0.05198	0.0	0.0	0.00198	0.0	0.04007	0.0	0.01258	0.0	0.0	0.0	0.0953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05493	0.00225	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum	0.0	0.04706	0.00374	0.02611	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.02214	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01683	0.00044	0.0	0.0	0.0	0.0	0.06228	0.0	0.0	0.03539	0.00016	0.00341	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9176	0.0	0.04692	0.08769	0.0	0.10812	0.03414	1.74997	0.0	0.1245	0.0	0.0	1.17691	0.32513	0.025	0.0	0.0	0.0	0.0	0.0	1.11024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.0	0.04555	0.0	0.00012	0.44518	0.03925	0.49778	0.00159	0.14557	0.0	0.494	0.13802	0.0	0.08929	0.22926	1.55653	0.00083	0.0	0.0	0.11528	0.0	0.01203	1.24843	0.0	0.0	0.68367	0.0	0.32034	0.0	1.79415	0.0	0.0	1.0731	0.5397	0.0	0.00039	0.07475	0.83706	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allobutyricicoccus	0.0	0.04246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01621	0.0	0.0	0.0	0.0	0.0
