clade_name	ERR6281997	ERR6229432	ERR6282298	ERR6281944	ERR6281939	ERR6282070	ERR6282137	ERR6282383	ERR6281677	ERR6281658	ERR6281586	ERR6281941	ERR6281751	ERR6281505	ERR6281499	ERR6281942	ERR6281433	ERR6281504	ERR6281431	ERR6281448	ERR6281500	ERR6281518	ERR6281342	ERR6281344	ERR6281340	ERR6281432	ERR6280948	ERR6281434	ERR6281341	ERR6281343	ERR6280910	ERR6279683	ERR6279682	ERR6281000	ERR6279680	ERR6280907	ERR6279679	ERR6279675	ERR6279678	ERR6279673	ERR6279677	ERR6280899	ERR6279674	ERR6279676	ERR6279681	ERR6279668	ERR6279671	ERR6279672	ERR6279667	ERR6279665	ERR6279663	ERR6279664	ERR6279666	ERR6279662	ERR6279658	ERR6279660	ERR6279670	ERR6279659	ERR6279656	ERR6279653	ERR6279654	ERR6279652	ERR6279669	ERR6279661	ERR6279651	ERR6279650	ERR6279649	ERR6279646	ERR6279648	ERR6279645	ERR6279644	ERR6279629	ERR6279655	ERR6279627	ERR6279647	ERR6279657	ERR6279625	ERR6279628	ERR6279626	ERR6279623	ERR6279621	ERR6279620	ERR6279615	ERR6279619	ERR6279616	ERR6279622	ERR6275684	ERR6279614	ERR6275681	ERR6279624	ERR6254871	ERR6254870	ERR6275661	ERR6243879	ERR6248618	ERR6264281	ERR6239138	ERR6243877	ERR6243880	ERR6243878	ERR6235717	ERR6235716	ERR6239139	ERR6236131	ERR6235718	ERR6233693	ERR6233692	ERR6232687	ERR6232688	ERR6233694	ERR6232529	ERR6232686	ERR6232528	ERR6232526	ERR6232525	ERR6232523	ERR6232521	ERR6232522	ERR6232527	ERR6232518	ERR6232425	ERR6232458	ERR6232382	ERR6231548	ERR6232524	ERR6231616	ERR6230278	ERR6230340	ERR6230326	ERR6231475	ERR6233695	ERR6230245	ERR6275682	ERR6275683	ERR6275678	ERR6275679	ERR6275680	ERR6275676	ERR6279618	ERR6275675	ERR6275672	ERR6275677	ERR6275671	ERR6275670	ERR6275669	ERR6275673	ERR6275667	ERR6275664	ERR6275665	ERR6275666	ERR6275659	ERR6275663	ERR6275674	ERR6275668	ERR6275652	ERR6271720	ERR6267711	ERR6271719	ERR6267712	ERR6257997	ERR6271721	ERR6273965	ERR6264280	ERR6254869
k__Bacteria|p__Bacteroidetes|c__CFGB635|o__OFGB635|f__FGB635|g__GGB1543|s__GGB1543_SGB2126	0	0	0	0	0	0	0.35364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii	0	0	0	0	0	0	0.3025	0	0.31251	0	0.05475	0.02365	0	0	0	0	0	0	0.06466	0	0	1.29218	0	0.07572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02196	0	0	0	0	0	0	0	0	0	0	0	5.00E-05	0.64677	0.35031	0	0	0	0.36094	0	0	0	0	0	0	0.1085	0	0	1.27955	1.1669	0	0	0	0	0	1.81643	0.28116	0	0	0	0	0	0	0	0.04693	0	0	0	1.10626	0	0	0	0	0	0	0	0.19248	0.22498	1.48149	0	0	0	0	0	0.85873	0.03993	0	0.30228	0	0.11582	0	0	0	0.05565	0	0	0	0	0	2.20221	0	0	0	0	0	0	0.26779	0.24201	0.12869	0	0	0	0	0	0	0	0.51981	0	0	0	0	0.5549	0	0	0	0	0	0	0	0	0.60321	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1360|o__OFGB1360|f__FGB1360|g__GGB3325|s__GGB3325_SGB4402	0	0	0	0	0	0	0.2746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0.02265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0.00457	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087	0	0	0	0	0	0	0.26954	0	0	0	0	0	0	0	0	0	0	0.18013	0	0.00939	0	0.01783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02077	0.01853	0	0	0	0.00285	0	0	0	0	0	0.0055	0.01327	0	0	0	0	0	0.02435	0.04359	0	0	0	0.03372	0	0	0.73149	0.02023	0	0	0	0	0	0.002	0.00839	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0.02383	0	0.0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03189	0	0	0.06958	0	0	0.00124	0	0	0.28528	0.04274	0	0.00655	0	0	0	0	0.01625	0	0	0.00443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00851
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6565|s__GGB6565_SGB9274	0	0	0	0	0	0	0.2561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394|f__FGB2394|g__GGB6544|s__GGB6544_SGB9243	0	0	0	0	0	0	0.25129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07251	0	0.26167	0	0	0	0	0	0.00471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB9508|s__GGB9508_SGB14905	0	0	0	0	0	0	0.18876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02563	0	0	0	0	0	0	0	0.07838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9059|s__GGB9059_SGB13976	0	0	0	0	0	0	0.18615	0.00055	0	4.20055	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0.01705	0	0	0	0.00673	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02103	0	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0.09043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84991	0	0.34363	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862|g__GGB4750|s__GGB4750_SGB6579	0	0	0	0	0	0	0.15793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471	0	0	0	0	0	0	0	0	0.00249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12084	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15257	0	0	0	0	0	0	0.15771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0	0.01294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0.08131	0.04319	0	0	0	0	0	0	0	0	0	0.01301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06377	0.57836	0	0	0	0	0	0	0	0	0	0	0	0.03418	0	0	0	0	0	0	0	0	0	0	0	0.20747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9606|s__GGB9606_SGB15038	0	0	0	0	0	0	0.15174	0	0.04265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	0	0	0	0.12905	0	0	0	0	0	1.93297	0	0	0	0	0.00093	0	27.80632	0	0.00503	0	0	0	0.00192	0	0.00192	0.00066	0.00171	0.15301	0	0	0	0	0	0	0	0.89175	0	0	0.00251	0.00124	0	0.00646	0.58305	0	0.35536	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0.00081	0.00047	0.6484	0.00538	0	0	3.19503	2.45708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49564	0	0	0.00031	1.94933	0	0	0	0	0	0	2.799	0	0.00485	0.86995	0	0	0	0	0	0	0	0	0	0.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_SGB14003	0	0	0	0	0	0	0.12379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420|f__FGB29420|g__GGB3733|s__GGB3733_SGB5066	0	0	0	0	0	0	0.11863	0	0.20494	0	0	0.66179	0	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01741	0	0	0	0	0	0	0	0	0	0	0.34885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52855	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950|g__GGB9291|s__GGB9291_SGB14248	0	0	0	0	0	0	0.11081	0	0	0.00579	0	0	0	0	0	0	0	0.00652	0	0	0	0.00339	0	0	0	0	0	0	0.01008	0	0	0	0	0	0.12186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0.00192	0	0	0	0	0	0	0	0.04	0.02547	0	0	0.04771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0.00931	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0.15364	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76784|o__OFGB76784|f__FGB76784|g__GGB9690|s__GGB9690_SGB15195	0	0	0	0	0	0	0.08598	0	0.04115	0	0	0	0	0	0	0	0	0	0	0	0	0.04393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532|s__GGB13532_SGB14832	0	0	0	0	0	0	0.08576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03056	0.00678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3528|s__GGB3528_SGB4713	0	0	0	0	0	0	0.07058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393	0	0	0	0	0	0	0.06242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0.02384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09983	0	0	0	0	0	0	0.00259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium|s__Candidatus_Protoclostridium_gallicola	0	0	0	0	0	0	0.06068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9785|s__GGB9785_SGB15408	0	0	0	0	0	0	0.05604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06712	0	0.2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10935	0	0	0.13557	0	0	0	0	0	0	0	0.54524	1.40471	0	0	0	0	0	0	0.86713	0.06565	0	0	0	0.03321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2216	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249|s__GGB9249_SGB14193	0	0	0	0	0	0	0.05529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02104	0	0	0	0	0	0	0	0	0	0	0	0	0.05633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0.04616	0	0	0	0	0.00649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0.04908	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17532	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762|s__GGB9762_SGB15377	0	0	0	0	0	0	0.05415	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10443	0	0	0	0	0	0.00027	0	0	0	0	0.41597	0	0.56523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05905	0	0	0	0	0	0	0.26929	0	0	0	0	0.04615	0.83381	0	0	0.64211	0	0	0	0	0	0	0	0.15185	0.369	0	0	0	0	0	0	0.02589	0.18481	0	0	0	0	0	4.00E-05	0	0	0	0	0	0	0.04774	0	0.04508	0	0.18313	0	0	0	0.22003	0	0	0.20503	0	0	0	0.01488	0	0.3255	0	0	0	0	0	0.00762	0.04148	0	0	0	0	0	0	0	0	0	0	0	0	0.2311	0.95842	0	0.64674	0	0	0	0	0	0	0	0	0	0	0	0.11782	0	0	0.32347	0	0	0	0	0.23143	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253|s__GGB9253_SGB14199	0	0	0	0	0	0	0.05206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0.00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01143	0	0	0	0	0	0.01852	0	0	0.00372	0.03023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04958	0	0	0	0	0	0	0	0.00664	0	0	0.025	0	0	0	0.01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08021	0	0.00367	0	0	0	0	0	0	0	0	0	0	0	0.01135	0	0.01742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9623|s__GGB9623_SGB15075	0	0	0	0	0	0	0.05189	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0.23701	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01839	0	0	0	0.0061	0	0	0	0	0	0.01858	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838|g__GGB4884|s__GGB4884_SGB6823	0	0	0	0	0	0	0.05052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516	0.03267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15179	0	0	0	0	0	0	0.04436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18737	1.87996	0	0	0	0	0	0	0.44143	0	0	0	0	0.00563	0	0	0	0	0	0	0	0	0	0.07435	0	0	0	0	0	0	0.96171	0	0.03091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0.04266	0	0	0	0	0	0	0	0	0	0	0	0	0.10839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0.00989	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15064	0	0	0	0	0	0	0.03934	0	0.02523	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0.00154	0	0	0	0	0	0	0.01431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02152	0.02364	0	0	0	0	0	0	0	0.13377	0	0	0	0	0	0	0	0	0	0	0.00778	0.11112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275	0.19702	0	0.55952	0.04539	0	0	0	0	0	0	0	0	0	0.23336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04148	0	0	0	0	0	0	0	0	0	0
