clade_name	metaphlan_SRR13068812	metaphlan_SRR13068813	metaphlan_SRR13068814	metaphlan_SRR13068815	metaphlan_SRR13068816	metaphlan_SRR13068817	metaphlan_SRR13068818	metaphlan_SRR13068819	metaphlan_SRR13068820	metaphlan_SRR13068821	metaphlan_SRR13068822	metaphlan_SRR13068823	metaphlan_SRR13068824	metaphlan_SRR13068825	metaphlan_SRR13068826	metaphlan_SRR13068827	metaphlan_SRR13068828	metaphlan_SRR13068829	metaphlan_SRR13068830	metaphlan_SRR13068831	metaphlan_SRR13068832	metaphlan_SRR13068833	metaphlan_SRR13068834	metaphlan_SRR13068835	metaphlan_SRR13068836	metaphlan_SRR13068837	metaphlan_SRR13068838	metaphlan_SRR13068839	metaphlan_SRR13068840	metaphlan_SRR13068841	metaphlan_SRR13068842	metaphlan_SRR13068843	metaphlan_SRR13068844	metaphlan_SRR13068845	metaphlan_SRR13068846	metaphlan_SRR13068847	metaphlan_SRR13068848	metaphlan_SRR13068849	metaphlan_SRR13068850	metaphlan_SRR13068851	metaphlan_SRR13068852	metaphlan_SRR13068853
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	1.33019	1.03271	0.13608	0.3131	0.38616	0.27576	0.21899	0.20497	0.31767	0.09225	0.22754	0.90735	0.57292	0.01575	0.04821	0.19929	0.26956	0.01205	0.0	0.37156	0.10496	0.11973	0.0	0.15362	0.24668	0.22748	0.16269	0.03623	0.00227	0.00984	0.12743	0.01485	1.12993	0.54503	0.41949	0.19112	0.10399	0.06331	0.03173	0.0	0.08578	0.06923
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	1.20215	2.02298	1.19722	0.48835	0.29013	0.61378	1.93187	0.20147	1.11945	0.50333	0.44441	0.24444	0.26031	0.64356	0.78368	4.27889	2.75342	0.43895	0.10463	0.12827	0.40107	0.05581	0.06556	0.76194	1.00447	0.99095	0.26344	0.35853	0.42159	0.12259	1.15267	0.31094	0.56279	2.01407	2.28214	0.97938	0.46812	0.05131	0.32136	0.09781	0.36053	1.99284
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.17404	0.10123	0.07178	1.06068	1.20624	0.07959	0.04327	1.80664	0.03165	0.08556	0.92993	0.46196	2.66569	0.3761	0.12417	0.10725	0.49201	2.48795	0.41373	1.70387	3.54302	0.39644	0.86052	0.01529	0.00258	0.08017	0.03465	7.14946	1.99397	1.84499	6.94206	2.44548	0.41598	0.0987	0.21678	0.08606	2.15389	1.24932	2.10836	0.36055	2.06526	0.20917
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	1.00993	2.99831	3.45981	1.85484	0.48811	1.93993	1.01224	0.97431	1.01366	4.28598	0.8297	1.53289	1.63675	2.01462	3.45848	6.07259	5.22709	6.71582	1.60651	0.39098	4.72639	0.13152	0.46416	2.39011	7.82664	5.70595	4.25191	3.6024	3.61778	1.97958	4.83095	2.73785	1.74663	6.88301	8.2621	3.10593	1.18604	1.61529	3.17247	4.55346	3.24426	4.44997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	0.78468	0.74971	1.20793	1.29929	14.00482	2.33488	1.77275	10.00242	6.78229	4.65423	2.31874	3.92351	5.93149	1.57897	1.23842	2.85587	1.44249	3.07918	3.35047	3.48722	0.56451	5.12336	1.4417	0.30196	0.13564	0.5999	2.80115	3.05615	2.27768	1.59279	1.85316	2.97481	1.05319	3.78421	1.85836	3.52444	2.14293	2.08112	2.02053	1.63166	10.76788	1.22215
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.64667	0.18579	3.38831	0.56567	1.25271	1.90672	0.46528	1.05026	1.82997	2.11508	0.19203	1.72314	2.05193	1.76013	1.33857	2.36066	1.72595	1.07889	0.11852	1.25864	0.56215	0.72888	2.8127	4.47906	3.33663	2.33505	3.37414	0.70043	1.73234	0.97601	1.16307	2.81045	0.52407	3.78198	0.82343	0.43654	1.50865	1.73078	1.12437	2.4459	1.65962	1.42468
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.62297	0.79988	0.02542	9.06185	4.39939	0.31609	0.09818	5.7435	0.76192	0.0091	0.00927	0.02223	0.17519	0.00737	0.31922	0.52539	0.31072	0.0752	0.19813	0.00898	0.21861	0.07361	2.47585	0.00454	0.20414	0.30278	0.69743	5.81968	5.02857	14.83334	1.19835	5.00793	7.6961	7.76467	13.68793	3.53785	0.21559	0.20537	0.09069	0.03375	0.00069	1.92157
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.50322	10.52026	7.36305	7.07207	5.5922	7.89756	3.92052	3.94474	6.42128	0.62744	10.04493	2.16501	2.1777	1.37418	2.22624	1.04045	1.32359	1.26096	0.79936	7.00828	3.77739	1.09252	0.0	5.66345	4.42308	2.10788	3.6215	2.35097	0.05488	0.75147	0.04452	0.0	3.6638	1.06155	1.47122	1.64349	1.22264	2.26524	2.01017	3.29013	2.59956	5.99861
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.49352	0.07571	0.0	0.42477	0.21931	0.00485	0.06602	0.45173	0.11467	0.08465	0.69597	0.33053	0.86536	0.0757	0.0	0.00792	0.0024	0.00471	0.0	0.51746	0.20272	0.21509	0.76682	0.00619	0.00235	0.003	0.1401	0.04864	0.07422	0.20782	0.98753	0.00169	0.12354	0.0214	0.01208	0.0	1.79914	1.06084	1.3288	0.41556	0.26089	0.00143
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0.34675	3.61189	1.13271	0.05775	0.20653	0.0	0.56685	0.46383	0.0	0.23204	0.54868	0.9343	0.89253	1.18495	0.42314	0.60652	1.32875	0.15071	0.06418	0.90671	0.19013	0.19919	0.0	0.47233	0.07649	0.00747	0.0	0.27329	0.11793	0.13002	0.34036	0.40073	0.08652	0.00744	0.00341	0.11157	0.12218	0.79323	0.48474	0.07368	0.12933	10.52654
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	0.28049	15.75888	6.95182	5.4875	0.45484	4.54509	3.24917	1.04438	4.69333	14.94602	0.0	4.96808	6.55454	3.65829	0.41615	0.4267	2.03552	2.80895	4.20234	2.18244	23.43644	0.21318	17.76714	10.63314	5.82847	7.14932	4.76151	1.96195	0.37504	11.65236	0.41255	3.08902	25.41637	6.75701	10.00714	6.00859	5.87864	2.40231	11.85137	0.37489	1.83529	3.41357
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.2029	0.15599	0.4004	0.03931	0.05079	0.08204	0.14771	0.12269	0.36963	0.14644	0.13492	0.18901	0.26643	0.19346	0.01916	0.85488	1.11486	0.36659	0.33513	0.00302	0.45306	0.00986	0.29909	0.77103	1.06754	0.92812	0.28966	0.34867	0.25933	0.27295	0.32908	0.28374	0.39521	0.92503	1.68869	0.62189	0.1673	0.08682	0.1716	0.27282	0.0735	0.31528
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292	0.08858	0.0217	0.03832	0.03645	0.0	0.05942	0.0	0.0	0.07148	0.05856	0.0	0.0	0.0	0.01483	0.01985	0.10267	0.0459	0.01128	0.0	0.0	0.0	0.0	0.0	0.04707	0.03829	0.03515	0.05651	0.0	0.00624	0.18376	0.0	0.0	0.16134	0.03592	0.04956	0.0	0.0	0.0	0.0	0.0	0.0	0.01855
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0844	0.13361	0.01432	0.29351	0.18639	0.04104	0.02426	1.05459	0.03937	0.04049	0.14981	0.3747	0.29209	0.32499	0.03584	0.04699	0.12286	0.67953	0.02661	0.07842	0.03403	1.71235	0.00259	0.0	0.00276	0.0	0.01962	0.00471	0.00999	0.01195	0.11399	0.24886	0.0	0.0	0.0	0.22557	0.09037	0.09729	0.17578	0.04809	0.36479	0.03216
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.07753	0.87235	4.30003	7.22464	21.78561	1.87771	17.10188	14.36946	7.17873	0.11832	16.8933	2.11293	1.1564	0.68814	0.02787	2.13678	0.6188	0.11904	0.00314	4.53968	0.31437	25.87137	2.07741	0.11698	0.15108	0.13734	7.42231	0.59576	0.02297	0.00046	0.07192	0.00521	0.40147	0.16743	0.09811	0.27094	0.32089	19.60501	0.23933	11.16858	5.16999	0.29616
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783	0.0768	0.72818	0.61811	0.03355	0.03148	2.28037	0.70023	0.13175	1.3078	1.02273	0.0	0.33975	0.12019	0.2318	0.0	0.83135	0.83345	0.00061	0.0	0.0	0.0028	0.0	0.0	1.79079	2.47229	1.10287	0.0	0.00242	0.0	0.35233	0.03053	0.00272	0.79356	6.37382	1.21553	2.33036	0.02503	0.05127	0.11039	1.02567	0.45917	0.11292
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126	0.0428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00604	0.00507	0.02134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.00497	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04628	0.0	0.00859	0.00137	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.03419	0.0	0.00522	0.01021	0.31274	0.01446	0.30702	0.01378	0.06759	0.15283	1.15131	0.41662	0.07987	0.02308	0.0	0.00118	0.01934	0.04413	0.11039	0.014	0.0	0.87533	0.01343	0.00138	0.0	0.0	0.0	0.0	1.52702	0.0	0.01022	0.00519	0.00091	0.0	0.0	0.00124	0.0	0.34404	0.0	0.0603	0.06775	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.00903	0.07922	0.05126	0.08418	0.06324	0.02171	0.00495	0.25622	0.01023	0.02234	0.02423	0.54157	0.20065	0.61889	0.00997	0.12861	0.02337	0.00147	0.0	0.00604	0.07626	0.00443	0.00553	0.03055	0.03037	0.00931	0.05274	0.0154	0.11494	0.00209	0.21356	0.2353	0.01487	0.04048	0.06617	0.10964	0.07535	0.0	0.04651	0.00819	0.07195	0.05549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.00544	2.65161	0.44109	1.16224	0.66118	0.34563	1.21211	1.98529	0.10113	0.94699	0.00028	0.89834	0.94198	0.84788	3.49076	1.28364	1.72594	0.79318	0.42539	0.00413	0.38909	0.18096	0.59664	4.01381	7.65366	8.11392	0.72962	0.50996	1.83729	7.21646	1.09997	0.53968	0.0	0.11556	0.0	0.77177	1.03746	1.11684	5.08679	0.23407	0.83488	1.41078
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	41.55776	0.01345	0.02987	0.0	0.0	1.35951	0.21373	0.0	0.0	0.17708	0.00375	0.04275	0.48026	2.96859	1.05639	0.43658	0.32215	0.81912	0.00389	0.00126	0.0	0.06013	0.61109	5.68589	1.65251	1.52486	2.29085	0.06344	0.2099	0.00183	0.14742	0.84443	5.32239	0.03289	0.0	0.0	24.78679	0.0079	0.0168	0.02135	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	9.45781	2.49833	1.69433	1.22656	0.93969	1.11334	0.75205	0.90362	1.52275	0.51899	4.77062	0.36477	1.03008	0.22047	0.1621	1.02281	1.89142	0.41944	0.01528	1.58603	0.28632	0.32146	1.20003	0.97391	1.24624	1.1207	0.62387	0.50647	0.25555	0.23019	2.31449	0.33978	3.78096	1.03238	1.84413	0.95338	2.88764	0.55021	0.37358	0.23607	2.36579	0.36349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	8.54771	2.45989	1.0726	0.01133	0.60776	0.20141	0.16505	0.13624	0.06919	0.71612	0.02879	0.0238	0.05657	0.79784	0.32081	0.75185	2.95296	1.90598	8.36544	0.04356	1.54237	0.24587	1.57161	0.05309	0.21285	0.11186	5.74574	2.00466	1.39076	0.61038	1.15168	3.86038	0.84588	0.30007	2.30667	0.46352	0.71249	0.14432	0.62016	3.97701	0.13039	2.1654
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	5.80186	4.10894	1.69798	1.10737	0.65634	0.76131	1.86456	1.04294	1.09507	1.22195	6.90955	2.23536	1.22491	0.84711	0.11524	0.81441	1.60036	0.4258	5.98194	3.24681	0.14928	1.30956	0.2166	2.31229	0.5635	0.6284	1.99947	1.06594	0.11552	0.09051	1.79065	0.35371	0.99196	0.79796	0.80213	1.69299	4.33522	1.47691	0.21753	1.29435	1.17301	0.5313
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256	3.69481	3.61935	7.69815	0.0	0.0	4.27945	0.0	0.0	0.0	0.0	0.00035	0.0	0.00019	0.06859	7.14382	6.74124	3.92662	0.0034	0.0	0.0	0.0	0.00258	0.0	3.57748	6.04306	5.19119	0.00872	0.00082	0.00117	0.0	0.00372	0.0	2.2558	3.90546	5.53238	1.26995	0.00226	0.00341	0.00817	0.0	2.00118	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella	2.79101	0.04743	0.07323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.01307	0.05726	0.73516	0.0	0.02604	0.0	0.0	0.0	0.0	0.11718	0.03481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.01316	0.0	0.0	0.0	0.0	0.0	0.0	0.08834
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2.67208	3.26979	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.01877	0.53084	0.00273	0.03719	0.15521	0.10408	0.0	0.07571	0.0	0.69752	0.0	0.07822	0.06832	0.0	0.09888	0.20545	0.03566	0.0	1.67804	0.07203	0.0	0.63424	0.04384	0.1708	0.0026	0.0436	0.46217	0.88959	0.06371	0.12922	0.03506	0.0	0.06848
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	1.9959	2.1938	5.65208	4.96137	1.99731	5.67444	6.44442	3.06401	2.92662	3.12573	1.56858	4.92757	4.66149	2.40753	7.34098	18.64938	16.28475	11.99233	2.41978	3.95399	6.23152	1.01739	10.16057	3.90967	10.80633	11.22967	8.1595	18.38664	20.34663	5.19196	12.35677	9.37255	5.87432	9.85413	15.40648	6.41635	2.65931	3.38261	7.05185	7.36737	6.0184	10.69864
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	1.78477	0.5024	0.19667	0.00337	0.00047	0.10983	0.07638	0.0	0.25562	0.0	0.00415	0.0	0.0	0.0	1.51425	0.90581	1.17718	0.0	0.11926	0.03468	0.01473	0.03845	0.0	0.20507	0.00792	0.0029	0.0	0.09755	0.39857	0.0	1.36186	3.53725	0.64031	0.27026	0.6445	0.00294	0.05142	0.0	0.0	0.05105	0.01033	0.22091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	1.74609	20.96825	11.28166	7.29509	9.19102	9.70929	8.41417	14.46915	11.74972	8.98622	7.9053	2.36081	1.93933	3.87723	2.28153	4.35323	8.82182	8.50902	17.64971	10.02296	8.39645	6.34475	20.85087	5.37157	5.90692	3.76229	11.61966	1.40485	1.10846	5.10498	2.29062	2.96586	2.89781	5.13887	3.37007	4.79866	8.89686	8.52884	7.16572	5.82146	4.18134	2.95678
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	1.66874	0.43518	0.47005	0.72973	0.4807	0.28372	0.28594	0.36382	0.74398	1.06696	2.39962	0.24141	0.49694	0.37234	0.06884	0.67179	0.26445	0.41427	0.23699	1.05086	0.10328	0.33292	0.05175	0.13911	0.1067	0.15878	0.21462	0.23871	0.02655	0.0815	0.65006	0.05075	0.96887	0.30827	0.22018	0.68158	0.59869	0.25008	0.12297	0.32489	1.12967	0.11196
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	1.47726	1.81834	0.89287	1.21625	1.16955	0.5822	0.51957	1.17913	1.07048	1.77858	8.08144	1.1199	1.73229	0.73147	0.12138	0.97129	0.3109	0.48345	1.80016	3.06284	0.20335	0.74041	1.89282	3.02328	0.43809	0.25941	1.48425	1.77993	0.55283	0.28164	4.5707	0.81458	6.34072	0.61893	0.656	5.10824	1.85784	0.79802	0.39889	0.4506	3.03692	0.19497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	1.47185	1.07302	8.81084	9.60651	3.37025	9.56187	2.13554	5.61836	1.34057	7.07924	1.00242	0.44419	0.32448	0.18891	2.03367	3.41525	2.75508	3.34993	2.65403	10.06558	1.94027	22.0475	3.34235	1.27904	1.07609	1.15283	5.22927	2.53929	3.28978	1.11732	0.43992	0.95211	0.41252	1.89343	1.90422	1.129	5.40996	10.84921	5.72288	3.11501	3.59549	6.41287
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	1.32038	0.64359	1.02697	0.58815	0.24742	1.31336	4.71333	0.35916	1.36188	1.84147	0.17127	0.57147	0.20594	0.18865	0.8137	0.82964	1.50782	1.79741	2.38643	0.83091	0.47995	0.09	1.49471	1.02212	0.39212	1.0879	0.8693	1.23206	2.68154	0.54634	4.32357	4.51193	0.0	2.29288	1.08752	0.97144	0.68778	0.07778	0.21769	0.52062	1.16435	1.39824
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	1.20462	1.03271	0.13608	0.3131	0.38616	0.27576	0.21899	0.20497	0.31767	0.09225	0.07952	0.88636	0.55645	0.0103	0.04821	0.19929	0.26956	0.01205	0.0	0.36738	0.10496	0.11973	0.0	0.15362	0.24668	0.22748	0.16269	0.03578	0.00227	0.00984	0.12484	0.01485	1.12823	0.54503	0.41949	0.19112	0.10399	0.06331	0.03173	0.0	0.08203	0.06923
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	1.20215	1.71127	1.03988	0.0	0.0	0.38463	1.74566	0.0	0.95482	0.0	0.0	0.0	0.0015	0.0	0.33384	1.67909	1.68249	0.0	0.00626	0.0	0.0	0.0	0.01812	0.70363	0.43019	0.49935	0.02906	0.0	0.0	0.0	0.0	0.00514	0.11501	1.15267	1.69179	0.0029	0.11266	0.0	0.0	0.0	0.0	1.74507
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	1.17404	0.02769	0.07178	0.0	0.0	0.05365	0.0	0.0	0.00281	0.0	0.0	0.0	0.0	0.0	0.12417	0.0722	0.44221	0.0	0.33699	0.0	0.0001	0.0	0.00591	0.01131	0.0	0.06796	0.0	0.0	0.00452	0.00175	0.0006	0.023	0.41598	0.06587	0.21678	0.0005	0.04264	0.0	0.01677	0.00446	0.0	0.20917
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	1.00993	2.58907	3.44726	1.6795	0.37243	1.93993	0.97404	0.90325	1.01366	4.2131	0.8297	1.49713	1.57923	1.86303	3.45848	6.07163	4.58027	6.44856	1.60651	0.32135	4.42792	0.11457	0.26311	2.36932	7.69308	5.66374	3.80002	3.05955	3.25686	1.88992	3.79038	2.46557	1.54674	6.87137	8.15064	2.85588	1.13923	1.51266	2.85936	4.40362	3.15204	4.30166
k__Bacteria|p__Proteobacteria|c__CFGB13104|o__OFGB13104|f__FGB13104|g__GGB6612	0.82206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.74385	0.10337	0.08172	0.02725	0.0	0.08333	0.03752	0.00144	0.01727	0.0	0.17565	0.04196	0.0949	0.01748	0.25411	0.17847	0.26019	0.09719	0.05245	0.02713	0.01786	0.0	0.0	0.20016	0.05066	0.06058	0.02736	0.01967	0.02565	0.00146	0.09993	0.35611	2.19075	0.2769	0.80471	0.04964	0.16191	0.01601	0.11849	0.00259	0.0141	0.10389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.74174	0.67837	1.05745	0.71597	10.57233	2.23678	1.73727	6.22989	6.45107	0.59531	2.02281	1.20649	2.35153	0.14623	1.15475	2.48187	1.35413	1.56526	3.29458	3.30952	0.45402	4.81234	0.56471	0.15534	0.08118	0.0609	0.06509	1.16465	0.88016	0.78436	0.6552	1.41867	0.88313	3.64688	1.71006	2.74045	1.14876	1.29419	0.66297	0.85865	4.35378	1.21362
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.73944	0.14619	0.01621	0.0005	0.0	0.00977	0.00504	0.0	0.0093	0.0	0.0726	0.0	0.0	0.97542	0.08211	0.00498	0.47279	0.00335	0.0	0.0	0.0	0.0	0.0	0.00402	0.06296	0.01538	0.0	0.0	0.4491	0.0	0.73383	0.0087	0.00273	0.20807	0.02137	0.0	0.00051	0.0	0.0	0.18077	0.0	0.05055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	0.69663	0.06878	0.08547	0.01134	0.0	0.08052	0.06974	0.0	0.03728	0.0	0.00508	0.00741	0.00175	0.0	0.90726	0.05959	0.45954	0.0	0.0	0.0	0.0	0.0	0.00555	0.00242	0.0203	0.04326	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.05071	0.21407	0.00204	0.0	0.0	0.0	0.0	0.0	0.09246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger	0.63841	0.04854	2.96847	0.50773	0.70239	0.77036	0.28083	0.72516	1.28103	1.82479	0.01615	0.90712	1.14753	1.17341	1.26516	2.12889	1.38144	1.02705	0.11169	1.17481	0.54697	0.21047	2.2758	4.43609	3.27023	2.29872	3.34188	0.70043	1.65699	0.51261	1.02311	1.59934	0.46038	3.68217	0.78452	0.0	1.38962	1.54741	1.0329	1.8598	1.05427	1.1835
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.62297	0.79988	0.0248	9.06066	4.39939	0.31609	0.09818	5.72518	0.76192	0.0091	0.00553	0.00504	0.13695	0.0	0.31922	0.52539	0.31072	0.0752	0.19813	0.00898	0.21861	0.07361	2.47585	0.00454	0.0758	0.30278	0.65331	4.95078	4.53358	14.83334	0.89464	3.2079	7.69482	7.58804	13.6567	3.50993	0.17682	0.20537	0.04794	0.02748	0.0	0.93335
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4285	0.49738	3.52855	1.31118	1.6078	0.02851	1.3307	0.48373	0.36202	1.31068	0.0	0.0	0.0	0.0	0.0	0.05365	0.7011	0.73993	0.0	0.0	0.21482	0.11443	0.00807	0.0	3.8988	2.28581	1.21864	0.0	0.00038	0.0	0.0	0.0	0.0	2.21743	0.49121	1.38046	0.0	0.00436	0.0	0.0	0.0	0.0	3.86235
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	0.47932	3.90146	4.38472	2.47616	1.95804	3.82477	2.9538	2.58569	2.3084	1.68344	1.97701	1.3208	0.91556	1.27443	9.14796	7.98976	8.92119	11.21378	1.31204	1.93414	3.4721	0.77195	3.11475	5.03832	6.2495	7.33326	3.57313	9.41124	4.35882	3.12825	5.94439	2.33474	5.89501	5.55804	6.22679	3.08805	1.74532	1.98788	2.9982	2.13299	3.04799	8.28587
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.39145	0.06921	0.0	0.01787	0.02159	0.00432	0.06424	0.00874	0.11467	0.05163	0.22132	0.10275	0.01911	0.02038	0.0	0.00792	0.0024	0.0037	0.0	0.04037	0.0	0.02109	0.05665	0.00619	0.00235	0.003	0.06039	0.01465	0.0085	0.0	0.24117	0.00169	0.08834	0.00904	0.01117	0.0	0.04218	0.01077	0.00286	0.03576	0.07474	0.00143
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	0.34675	3.43038	1.13271	0.05775	0.0	0.0	0.56685	0.0	0.0	0.0	0.08051	0.0	0.0	0.00533	0.42314	0.60652	1.32875	0.0	0.0	0.81876	0.01672	0.12037	0.0	0.47233	0.07649	0.00747	0.0	0.0	0.0	0.0	0.0	0.0	0.08652	0.00744	0.00341	0.0	0.0	0.69254	0.04076	0.0	0.00504	10.52654
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.28049	15.75888	6.95182	5.4875	0.45445	4.54509	3.24917	1.04438	4.69221	14.94602	0.0	4.96808	6.55454	3.65829	0.41615	0.4267	2.03552	2.80895	4.18569	2.18244	23.43644	0.21318	17.76714	10.63314	5.82847	7.14932	4.76151	1.96195	0.37504	11.63692	0.40677	3.08902	25.11318	6.68895	9.04616	5.7719	5.87864	2.40231	11.85137	0.37489	1.83529	3.40136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0.20606	0.04843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00795	0.00499	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.01365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00909	0.0	0.01106	0.0	0.00977	0.0	0.00027	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980	0.2029	0.03598	0.13266	0.0	0.0	0.04567	0.01608	0.0	0.07883	0.0	0.02288	0.0	0.0	0.0	0.01636	0.28803	0.37936	0.0021	0.0	0.0	0.0	0.0	0.0	0.77103	0.2269	0.24019	0.00795	0.04681	0.00752	0.01962	0.00863	0.00278	0.34027	0.26975	0.37557	0.1076	0.04831	0.0	0.01341	0.0	0.0	0.0
