#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR16554624	metaphlan_SRR16554625	metaphlan_SRR16554626	metaphlan_SRR16554627	metaphlan_SRR16554628	metaphlan_SRR16554629	metaphlan_SRR16554630	metaphlan_SRR16554631	metaphlan_SRR16554632	metaphlan_SRR16554633	metaphlan_SRR16554634	metaphlan_SRR16554635	metaphlan_SRR16554636	metaphlan_SRR16554637	metaphlan_SRR16554638	metaphlan_SRR16554639	metaphlan_SRR16554640	metaphlan_SRR16554641	metaphlan_SRR16554642	metaphlan_SRR16554643	metaphlan_SRR16554644	metaphlan_SRR16554645	metaphlan_SRR16554646	metaphlan_SRR16554647	metaphlan_SRR16554648	metaphlan_SRR16554649	metaphlan_SRR16554650	metaphlan_SRR16554651	metaphlan_SRR16554652	metaphlan_SRR16554653	metaphlan_SRR16554654	metaphlan_SRR16554655	metaphlan_SRR16554656	metaphlan_SRR16554657	metaphlan_SRR16554658	metaphlan_SRR16554659	metaphlan_SRR16554660	metaphlan_SRR16554661	metaphlan_SRR16554662	metaphlan_SRR16554663	metaphlan_SRR16554664	metaphlan_SRR16554665	metaphlan_SRR16554666	metaphlan_SRR16554667	metaphlan_SRR16554668	metaphlan_SRR16554669	metaphlan_SRR16554670	metaphlan_SRR16554671	metaphlan_SRR16554672	metaphlan_SRR16554673	metaphlan_SRR16554674	metaphlan_SRR16554675	metaphlan_SRR16554678	metaphlan_SRR16554679	metaphlan_SRR16554680	metaphlan_SRR16554681	metaphlan_SRR16554684	metaphlan_SRR16554686	metaphlan_SRR16554687	metaphlan_SRR16554689	metaphlan_SRR16554691	metaphlan_SRR16554692	metaphlan_SRR16554693	metaphlan_SRR16554694	metaphlan_SRR16554695	metaphlan_SRR16554696	metaphlan_SRR16554697	metaphlan_SRR16554698	metaphlan_SRR16554699	metaphlan_SRR16554700	metaphlan_SRR16554701	metaphlan_SRR16554702	metaphlan_SRR16554703	metaphlan_SRR16554704	metaphlan_SRR16554705	metaphlan_SRR16554706	metaphlan_SRR16554707	metaphlan_SRR16554708	metaphlan_SRR16554710	metaphlan_SRR16554711	metaphlan_SRR16554712	metaphlan_SRR16554713	metaphlan_SRR16554714	metaphlan_SRR16554715	metaphlan_SRR16554716	metaphlan_SRR16554717	metaphlan_SRR16554718	metaphlan_SRR16554719	metaphlan_SRR16554720	metaphlan_SRR16554721	metaphlan_SRR16554722	metaphlan_SRR16554723	metaphlan_SRR16554724	metaphlan_SRR16554725	metaphlan_SRR16554726	metaphlan_SRR16554727	metaphlan_SRR16554728	metaphlan_SRR16554729	metaphlan_SRR16554730	metaphlan_SRR16554731	metaphlan_SRR16554732	metaphlan_SRR16554733	metaphlan_SRR16554734	metaphlan_SRR16554735	metaphlan_SRR16554736	metaphlan_SRR16554737	metaphlan_SRR16554738	metaphlan_SRR16554739	metaphlan_SRR16554740	metaphlan_SRR16554742	metaphlan_SRR16554743	metaphlan_SRR16554744	metaphlan_SRR16554745	metaphlan_SRR16554746	metaphlan_SRR16554747	metaphlan_SRR16554748	metaphlan_SRR16554749	metaphlan_SRR16554750	metaphlan_SRR16554751	metaphlan_SRR16554752	metaphlan_SRR16554753	metaphlan_SRR16554754	metaphlan_SRR16554755	metaphlan_SRR16554756	metaphlan_SRR16554757	metaphlan_SRR16554758	metaphlan_SRR16554759	metaphlan_SRR16554760	metaphlan_SRR16554761	metaphlan_SRR16554762	metaphlan_SRR16554763	metaphlan_SRR16554764	metaphlan_SRR16554765	metaphlan_SRR16554766	metaphlan_SRR16554767	metaphlan_SRR16554768	metaphlan_SRR16554769	metaphlan_SRR16554770	metaphlan_SRR16554771	metaphlan_SRR16554772	metaphlan_SRR16554773	metaphlan_SRR16554774	metaphlan_SRR16554775	metaphlan_SRR16554776	metaphlan_SRR16554777	metaphlan_SRR16554778	metaphlan_SRR16554779	metaphlan_SRR16554780	metaphlan_SRR16554781	metaphlan_SRR16554782	metaphlan_SRR16554783	metaphlan_SRR16554784	metaphlan_SRR16554785	metaphlan_SRR16554786	metaphlan_SRR16554787	metaphlan_SRR16554788	metaphlan_SRR16554789	metaphlan_SRR16554790
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9115|s__GGB9115_SGB14048	0.0	0.0	0.01346	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07738	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01262	0.0	0.0	0.0	0.0	0.01028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_UBA1390	0.0	0.0	0.01343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia|s__Candidatus_Borkfalkia_ceftriaxoniphila	0.0	0.0	0.01182	0.05991	0.09761	0.0	0.0	0.0	0.07011	0.0	0.16723	0.07978	0.0	0.0	0.0	0.0	0.0	0.17594	0.0	0.0	0.0	0.0	0.0	0.02541	0.0	0.0	0.0	0.03785	0.0	0.02401	0.01013	0.0	0.01662	0.01638	0.0	0.05686	0.0	0.0	0.05335	0.0	0.0	0.0	0.01214	0.0118	0.0	0.0	0.27888	0.0	0.0	0.0	0.0	0.03938	0.0	0.0	0.0	0.06595	0.0	0.0	0.0	0.03984	0.12358	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.07349	0.0	0.0	0.0	0.0	0.26559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08581	0.14359	0.0	0.0	0.0	0.16544	0.0	0.0	0.50627	0.0	0.0	0.0	0.0	0.0	0.05687	0.0	0.0	0.5092	0.0	0.0	0.0	0.07073	0.10043	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.12007	0.20087	0.0	0.02743	0.06699	0.01147	0.0	0.09833	0.0	0.02801	0.00084	0.0	0.13549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10997	0.0	0.07327	0.0	0.0	0.0	0.0	0.0	0.21261	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15242	0.0	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostidium|s__Hydrogeniiclostidium_mannosilyticum	0.0	0.0	0.01175	0.0	0.0	0.0	0.0	0.02966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.00601	0.0	0.0	0.10213	0.26128	0.0003	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01966	0.0	0.0	0.01905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.35614	0.06922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.0	0.0	0.0	0.0	0.0	0.0	0.03416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.00792	0.0	0.0	0.0	0.0	0.0	0.00477	0.0	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis	0.0	0.0	0.01006	0.00634	0.03633	0.0	0.0	0.0	0.0	0.0	0.00368	0.0028	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.00183	0.0	0.03014	0.0	0.0	0.0	0.0	0.0	0.0	0.0415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00604	0.02913	0.0	0.00016	0.0	0.0	0.0	0.0	0.01759	0.0	0.0	0.0	0.00361	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02044	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.0123	0.0	0.01595	0.0	0.0	0.0	0.0	0.01728	0.00159	0.00403	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01827	0.0	0.0	0.0	0.00042	0.00393	0.0	0.00532	0.0	0.0	0.0	0.00549	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76428|o__OFGB76428|f__FGB76428|g__GGB9117|s__GGB9117_SGB14050	0.0	0.0	0.00981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB9299|s__GGB9299_SGB14259	0.0	0.0	0.00955	0.00484	0.0	0.0	0.0	0.0	0.03365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.02669	0.0	0.0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.0	0.0	0.00901	0.0774	0.02056	0.0	0.06722	0.0	0.11508	0.06238	0.03539	0.0461	0.03948	0.0	0.0	0.0	0.02193	0.0	0.0	0.11811	0.0214	0.00876	0.05937	0.0121	0.01111	0.0	0.0373	0.0	0.29487	0.00975	0.1018	0.23295	0.1463	0.16802	0.01859	0.01702	0.13226	0.0	0.19291	0.07878	0.0	0.05021	0.04496	0.0	0.0	0.01004	0.0	0.08318	0.0	0.0	0.03536	0.0	0.0	0.0	0.00306	0.00845	0.07532	0.0	0.0	0.0026	0.0	0.05946	0.0191	0.07899	0.0	0.02909	0.03944	0.22479	0.05391	0.0	0.02619	0.06834	0.0	0.17249	0.01085	0.0	0.03777	0.04463	0.0074	0.29025	0.0	0.0	0.0	0.03123	0.31276	0.13032	0.0	0.15882	0.0	0.06141	0.0	0.0	0.0	0.01311	0.0088	0.0	0.0718	0.0	0.07888	0.00946	0.19569	0.0	0.0	0.0	0.0	0.0	0.0	0.02301	0.0	0.02364	0.32353	0.12901	0.0	0.0	0.0	0.0	0.03608	0.0	0.0	0.00747	0.02749	0.0	0.00122	0.0	0.0	0.08914	0.02766	0.0	0.0057	0.03136	0.00807	0.02881	0.0	0.0	0.02497	0.0	0.05898	0.02594	0.0	0.0	0.04445	0.0	0.0	0.04949	0.03644	1.25945	0.0	0.01887	0.00325	0.0	0.0	0.0	0.079	1.18912	0.01252	0.00643	0.03762	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF12_28	0.0	0.0	0.00888	0.0	0.0	0.0	0.0	0.0	0.0	0.03066	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35695	0.0	0.0	0.0	0.0	0.0	0.0	0.00578	0.30735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421	0.0	0.0	0.07641	0.05424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23392	0.06862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.01528	0.0	0.0	0.0	0.0	0.10599	0.14028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	0.0	0.0	0.00549	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.00075	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	0.0	0.0	0.00484	0.00081	0.04745	0.0	0.01043	0.0	0.00121	0.15584	0.08678	0.0	0.0	0.0	0.02395	0.0	0.0	0.14652	0.23158	0.0	0.0	0.0	0.0	0.08077	0.0172	0.0	0.00726	0.00698	0.0	0.0	0.0	0.00884	0.00097	0.0	0.04071	0.00608	0.00022	0.0	0.0	0.02015	0.01372	0.01419	0.01464	0.0	0.0	0.0	0.01692	0.0	0.0	0.13308	0.04796	0.0	0.0	0.00738	0.0	0.0	0.0	0.00389	0.00987	0.0	0.0	1.315	0.0	0.0	0.29148	0.0792	0.03596	0.0	0.0037	0.0	0.0	0.0	0.0	0.00344	0.0	0.02849	0.01719	0.02717	0.01658	0.0	0.0276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10626	0.0	0.0199	0.01294	0.0	0.0	0.0176	0.0	0.0	0.05738	0.01198	0.06885	0.00478	0.12466	0.0	0.0	0.03575	0.0	0.0	0.0	0.0	0.0	0.0	0.39984	0.05365	0.008	0.01456	0.09656	0.0	0.0	0.0188	0.06246	0.0	0.0	0.0	0.0	0.01353	0.01532	0.01706	0.0078	0.0	0.0063	0.0	0.47407	0.0	0.0	0.0	0.0	0.00565	0.16055	0.0	0.01325	0.01814	0.0	0.25982	0.09511	0.0056	0.0	0.02088	0.03553	0.00137	0.0	0.0	0.03172	0.00678	0.0	0.0	0.0	0.07238	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143	0.0	0.0	0.00471	0.08359	0.01098	0.0	0.0	0.0	0.0	0.0663	0.0	0.00993	0.0	0.0	0.0	0.0	0.01196	0.0	0.0	0.0	0.0	0.02434	0.0	0.06909	0.0	0.0	0.0	0.0	0.0	0.0	0.02449	0.00909	0.06969	0.01634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871	0.03732	0.0	0.03212	0.0	0.0	0.0	0.0	0.0	0.0	0.00722	0.00216	0.0	0.00972	0.0015	0.0	0.00244	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.03183	0.0	0.0077	0.0	0.02098	0.0	0.01634	0.0	0.01718	0.0	0.05157	0.0344	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0101	0.0	0.0	0.0	0.0	0.04131	0.0	0.0441	0.0	0.07094	0.0	0.0	0.0	0.0	0.0	0.05757	0.0	0.0	0.0	0.0	0.0	0.0	0.12914	0.0	0.0	0.0	0.0	0.02034	0.00183	0.00847	0.0	0.0276	0.0	0.0	0.0	0.0	0.05578	0.0	0.0	0.0	0.0	0.01192	0.00225	0.0	0.0	0.02159	0.0	0.01015	0.0	0.0	0.02817	0.02184	0.02734	0.0	0.04253	0.0	0.0	0.0	0.0	0.02998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis	0.0	0.0	0.00452	0.0	0.01553	0.0	0.0	0.0	0.06099	0.0	0.11855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.07356	0.03962	0.0201	0.0	0.0	0.11715	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.05718	0.0	0.0	0.0	0.0453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04617	0.0	0.0	0.0	0.0	0.00454	0.0	0.0	0.0	0.03077	0.0	0.00617	0.03088	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02197	0.0	0.0	0.0	0.00917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.0	0.0	0.13947	0.0	0.0	0.01328	0.0	0.0	0.02082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00656	0.01568	0.48891	0.0	0.03206	0.0	0.0	0.0	0.0	0.25262	0.43539	0.0	0.20065	0.00305	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB71281	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03004	0.09353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04531	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45661	0.00611	0.0	0.0	0.0	0.0	0.0	0.0	0.36393	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3004|s__GGB3004_SGB106198	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
