#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan4d_SRR9033715	metaphlan4d_SRR9033716	metaphlan4d_SRR9033717	metaphlan4d_SRR9033718	metaphlan4d_SRR9033719	metaphlan4d_SRR9033720	metaphlan4d_SRR9033721	metaphlan4d_SRR9033722	metaphlan4d_SRR9033723	metaphlan4d_SRR9033724	metaphlan4d_SRR9033725	metaphlan4d_SRR9033726	metaphlan4d_SRR9033727	metaphlan4d_SRR9033728	metaphlan4d_SRR9033729	metaphlan4d_SRR9033730	metaphlan4d_SRR9033731	metaphlan4d_SRR9033732	metaphlan4d_SRR9033733	metaphlan4d_SRR9033734	metaphlan4d_SRR9033735	metaphlan4d_SRR9033736	metaphlan4d_SRR9033737	metaphlan4d_SRR9033738	metaphlan4d_SRR9033739	metaphlan4d_SRR9033740	metaphlan4d_SRR9033741	metaphlan4d_SRR9033742	metaphlan4d_SRR9033743	metaphlan4d_SRR9033744	metaphlan4d_SRR9033745	metaphlan4d_SRR9033746	metaphlan4d_SRR9033747	metaphlan4d_SRR9033748	metaphlan4d_SRR9033749	metaphlan4d_SRR9033750	metaphlan4d_SRR9033751	metaphlan4d_SRR9033752	metaphlan4d_SRR9033753	metaphlan4d_SRR9033754	metaphlan4d_SRR9033755	metaphlan4d_SRR9033756	metaphlan4d_SRR9033757	metaphlan4d_SRR9033758	metaphlan4d_SRR9033759	metaphlan4d_SRR9033760	metaphlan4d_SRR9033761
k__Bacteria|p__Firmicutes|c__CFGB1211	0.03576	0.0	0.0	0.01113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0	0.01206	0.0	0.0	0.0	0.0	0.0	0.03947	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01993	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	0.03282	0.0	0.0	0.0357	0.0	0.00235	0.0	0.09713	0.09923	0.05982	0.08975	0.0	0.0	0.0	0.0	0.0	0.09035	0.08193	0.0	0.00731	0.0	0.0	0.03394	0.00326	0.02088	0.00608	0.0	0.00663	0.08977	0.0	0.02399	0.0	0.04609	0.0	0.04856	0.13556	0.0	0.02999	0.0	0.00742	0.03209	0.1116	0.04175	0.0	0.0	0.0	0.04143
k__Bacteria|p__Lentisphaerae|c__CFGB2345	0.02898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0218	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10477	0.02701	0.0	0.0	0.76136	0.0	0.0	0.0	0.0	0.0	0.0	0.06425	0.0	0.0	0.0	0.0	0.0	0.0	0.00606	0.0	0.44713	0.0	0.0	0.27903	0.0	0.33715	0.21893	0.0	0.0	0.0	0.0	0.12895	0.0	0.0	0.0	0.0	0.0	0.0	0.49225	0.0	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.02688	0.0	0.00182	0.09398	0.01026	0.0446	0.01038	0.26774	0.0	0.26595	0.02023	0.00059	0.0	0.0	0.0	0.00783	0.32632	0.04062	0.00111	0.09307	0.0	0.0	1.3645	0.30676	0.59215	0.0833	0.0	0.00854	0.2066	0.0	1.24249	7.59916	0.07422	0.0	0.15365	0.0	4.42087	0.11912	0.03377	0.0	0.29399	0.0	0.00753	0.0	0.02441	0.43038	0.12061
k__Bacteria|p__Firmicutes|c__CFGB1227	0.02341	0.0	0.40946	0.01659	0.82424	0.0	0.08801	2.53666	0.0	0.27371	0.06741	0.03302	0.03611	0.0	0.0	0.19896	0.16013	0.01104	0.02624	0.03123	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0139	0.14011	0.0	0.25657	0.0	0.03426	0.0	0.01934	0.0	0.05624	2.10745	1.28301	0.0	0.0221	0.0	0.0	0.11266	0.58337	0.78937	0.23613
k__Bacteria|p__Firmicutes|c__CFGB1226	0.0225	0.01422	0.0	0.0371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329	0.03471	0.0	0.05846	0.0	0.0	0.1243	0.08338	0.69125	0.83362	0.0	0.0	0.0	0.0	0.02917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02036	0.052	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB4425	0.01994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72395	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970	0.01872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03192	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.01286	0.0	0.18333	0.0	0.19879	0.0	0.0	1.64983	0.0	1.26248	0.34296	0.0	0.0	0.0	0.0	0.0	0.0	0.03134	0.0	0.07392	0.0	0.0	0.00233	0.0	0.00709	0.01437	0.0	0.0	0.11486	0.0	0.16398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06345	0.0	0.0	0.0	0.0	0.0	0.63151	0.0172	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507	0.01116	0.0	0.12274	0.00828	0.07841	0.14844	0.04909	0.00957	0.0	0.0	0.0	0.03489	0.04882	0.0	0.0	0.0	0.00144	0.0	0.02483	0.00784	0.0	0.0	0.00415	0.00236	0.02803	0.02689	0.0	0.10359	0.0501	0.0	0.00428	0.0	0.0122	0.0	0.0016	0.0	0.07954	0.05432	0.0	0.0	0.0	0.0	0.0115	0.0	0.01003	0.07664	0.08219
k__Bacteria|p__Firmicutes|c__CFGB2844	0.01065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.00086	0.00025	0.0	0.0	0.0	0.0	0.04462	0.0	0.20405	0.00879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01505	0.0	0.0	0.0	0.0	0.0	0.01543	0.00513	0.0	0.0	0.0	0.0	0.00664	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783	0.00752	0.0	0.0	0.79329	0.0	0.0	0.22246	0.06496	0.82528	0.0	0.09156	0.0	0.0	0.0	0.5556	0.0	0.0	0.0	0.0	0.2398	9.60554	4.98717	0.14726	2.0208	0.12959	0.07378	0.0	0.72104	2.56021	0.67977	0.0003	0.0	0.0	0.0	0.41886	0.0	0.09636	0.0	0.0	1.64959	0.21205	0.72523	0.43236	0.00051	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.00745	0.04702	0.03478	0.2156	0.00532	0.59384	0.00314	0.0078	10.64967	0.58528	0.13878	4.95877	0.54808	0.0	0.0	0.99836	1.51155	1.5183	0.48473	0.02274	0.0	0.0	0.45094	0.12203	1.04341	2.55553	0.0	0.84227	0.00333	0.06993	0.56782	0.10588	0.69775	4.45005	0.20878	3.53735	0.03199	0.87517	0.60523	0.0	0.05085	8.51257	0.16498	0.49538	0.037	7.72548	0.13811
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.00618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.00614	0.0	0.0451	0.0	0.07977	0.0	0.04674	0.1039	0.03344	0.01486	0.09183	0.0	0.0	0.0	0.0	0.00732	0.06845	0.02151	0.0	0.02122	0.0	0.0	0.0277	0.00567	0.03421	0.0	0.0	0.0	0.00826	0.0	0.0	0.0	0.0	0.06627	0.0	0.0	0.02257	0.00777	0.0	0.0	0.00119	0.05211	0.16489	0.067	0.0932	0.05644	0.02295
k__Bacteria|p__Firmicutes|c__CFGB38642	0.00614	0.0	0.01797	1.01884	0.0037	0.0	0.0	0.10771	0.0	0.0	0.17959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70681	6.77589	4.82209	0.03752	6.33318	0.01475	0.01021	0.0	0.0	0.0528	0.0	0.9419	0.0	0.0	0.0	0.0	0.0	0.0	0.07105	0.0	0.0	3.14983	0.0	0.0	0.0	0.02667	0.01335	0.0
k__Bacteria|p__Firmicutes|c__CFGB1320	0.00493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3009	0.00453	0.0	0.0385	0.0	0.02275	0.0	0.0	0.11027	0.0	0.029	0.00261	0.0	0.0	0.0	0.0	0.00605	0.01748	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.00456	0.0	0.0	0.0	0.0	0.01883	0.0	0.0	0.0	0.00246	0.04661	0.03245	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia	0.00444	0.0	0.03904	0.0	0.1005	0.00107	0.0	0.0905	0.0	0.03477	0.0	0.0	0.0	0.0	0.0	0.00071	0.0432	0.30485	0.0	0.00781	0.0	0.0	0.07709	0.0	0.01059	0.12354	0.0	0.0	0.0	0.0	0.94965	0.0	0.09293	0.0	0.0	0.0	0.0	0.04837	0.03562	0.00608	0.0	0.0	0.08006	0.0	0.19066	0.00473	0.0
k__Bacteria|p__Firmicutes|c__CFGB11916	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09422	0.0	0.03187	0.0	0.0	0.03778	0.0	0.07696	0.01773	0.0	0.0	0.0	0.0	0.00202	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01636	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047	0.00319	0.0	0.01434	0.0	0.03741	0.00345	0.0	0.00301	0.00392	0.0	0.00037	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.11849	0.0	0.0	0.07141	0.00638	0.03743	0.03935	0.0	0.00543	0.0	0.00071	0.0	0.0	0.0	0.00148
k__Bacteria|p__Firmicutes|c__CFGB75721	0.00301	0.0	0.19935	0.0	0.12438	0.0	0.0	1.43825	0.64412	0.21624	0.0099	0.0	0.0	0.0	0.0	0.0	0.274	0.03234	0.0	0.28045	0.0	0.0	0.13409	0.14754	0.90588	0.03053	0.0	0.0	0.48469	0.0	0.0	0.0	0.40804	0.0	0.00148	0.0	0.0	0.41382	0.0	0.41987	0.0	0.65168	0.09371	0.0	0.07935	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4559	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00697	0.0	0.00023	0.0	0.02688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76191	0.00242	19.03816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20091	0.0	0.16472	1.06361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3529	0.00222	0.00445	0.0	0.01145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	0.00217	0.0	0.15495	0.0	0.01516	0.0	0.0	0.05953	0.0	0.02658	0.48826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.00974	0.07063	0.02448	0.0	0.0	0.0173	0.0	0.0	0.00517	0.0	0.72349	0.0	0.0	0.0	0.02397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01502	0.0	0.01737
k__Bacteria|p__Proteobacteria|c__CFGB2404	0.00191	0.0	0.0	0.43323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44611	0.0	0.0	0.12547	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.0019	0.01998	0.00056	0.00202	0.0	0.0	0.02076	0.0	0.0	0.0	0.00841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05099	0.0	0.0	0.04842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9718	0.00134	0.0	0.0	0.00977	0.0	0.0	0.02968	0.0	0.0	0.0	0.01005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.0	0.00756	0.0	0.04675	0.0358	0.0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB12107	0.00105	0.03156	0.0	0.04132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03044	0.15501	0.09324	0.0	0.02284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06559	0.0	0.22332	0.01113	0.0	0.0	0.0	0.0	0.00558	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982	0.00095	0.0	0.0	1.98522	0.0	0.0	0.0	0.0	0.0	0.0	2.1956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43096	0.0	0.0	0.21228	0.0	0.65718	0.50256	0.0	0.0	0.0	0.0	0.53238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12972	0.0	2.87407	0.0052	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB59744	0.00068	0.0	0.0	0.18169	0.0	0.0	0.0	0.0	0.0	0.0	0.32172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05942	0.0	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03171	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2992	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.05548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.10879	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76352	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.56343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00947	0.0	0.13369	0.03938	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	1.53844	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10776	0.0	0.0	0.12219	0.0	0.0	0.01826	0.0	0.00011	0.38163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.45934	0.0	0.0	2.3881	0.06329	0.07066	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3004	4e-05	0.0	0.00544	0.0	0.01034	0.00018	0.0	0.03398	0.00154	0.00686	0.00039	0.01435	0.00571	0.0	0.0	0.0062	0.01987	0.01096	4e-05	0.0	0.0	0.0	0.0	0.0	0.00031	7e-05	0.0	0.00577	0.00563	0.0	0.00873	0.0	0.03666	0.00507	0.0	0.0	0.00242	0.00311	0.00561	0.0	0.0	0.0019	0.00954	0.00521	0.03568	0.01114	0.01046
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	75.05083	13.4431	42.09465	22.77793	34.38838	31.01815	39.37602	42.03104	34.64119	66.88452	31.93476	39.38513	51.81305	81.53086	55.28915	60.54089	41.91973	53.81612	54.6552	35.82356	58.10877	68.01481	33.70237	11.20256	9.9328	23.67229	61.72714	27.83874	51.7667	38.90116	25.39472	60.63542	34.12103	66.60273	30.3679	29.77784	47.08715	35.09432	28.29741	39.81183	35.78635	28.98747	43.32639	52.53843	22.89978	52.23988	57.58779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	11.56592	59.31627	33.36609	48.4322	37.74728	55.20303	54.35969	26.53347	36.57968	18.18365	34.35634	48.87868	40.48449	18.46914	35.24212	20.40038	38.20692	30.5903	30.00542	35.35575	24.00679	22.0433	32.82643	67.65301	47.21819	36.70116	36.10445	61.29087	34.91597	54.64428	46.55408	19.71457	55.96359	22.29362	53.52266	44.38821	26.35363	44.04768	57.96213	48.22585	39.52037	46.37329	41.83014	30.4872	33.82825	21.48818	30.66922
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2.28265	0.0	0.0	0.0067	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40026	0.0	0.0	0.00834	0.0	0.0	0.0	0.0	0.27561	0.0	0.0	0.0	0.00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98786	0.0	0.00058	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1.48859	0.01243	1.08675	2.43831	0.4952	0.08528	0.02542	0.05704	0.0	0.02125	0.00029	0.0815	0.4435	0.0	0.0	7.41443	0.04497	0.01289	8.58826	0.07529	0.0	0.0	2.26223	0.00847	0.08224	0.34561	0.0	0.01875	0.01438	0.0	0.11603	0.0	0.0	2.25341	3.22767	0.0	0.16276	0.0	0.0	0.0	0.03524	0.00176	0.50867	6.57463	0.68171	0.08879	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	1.03147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43108	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.97428	0.34258	1.81371	0.86918	2.23197	1.33422	0.63041	1.23307	0.39715	0.18811	0.63667	0.0	0.00306	0.0	0.69688	1.23003	1.38851	0.84437	0.0	0.45839	0.0	0.0	0.04545	0.52066	0.01363	0.00791	0.47932	1.91276	1.00015	2.96302	0.0	1.6807	0.0	0.1372	1.75292	2.54797	3.04968	0.0	1.72116	0.80702	0.43276	0.30794	0.70463	0.13201	1.41259	0.10078	0.1142
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.92913	0.36454	0.04205	0.67852	0.00815	0.0	1.48714	0.16502	1.25624	0.47678	0.46429	0.26031	1.04893	0.0	0.0	2.54853	0.45332	0.3428	0.2466	0.69005	0.0	0.0	0.27764	0.64073	0.56298	1.74126	0.0	0.23706	0.8825	0.02758	1.21068	5.40989	0.0	0.0	0.51484	0.83285	1.0258	1.53572	0.0	0.26636	0.70216	0.56081	0.5561	0.00059	0.05089	1.83093	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.6877	0.00291	2.35584	4.29325	2.41429	0.0	0.0	0.88103	3.9365	0.0	2.64427	0.01173	0.0	0.0	0.0	0.21993	0.44727	0.30628	0.0	0.31343	0.0	0.0	0.69499	0.07489	2.52911	6.49756	1.26347	0.8605	0.0	1.51447	0.20157	0.13163	1.72082	0.0	0.01477	10.67497	1.37346	2.18065	1.11946	2.19912	0.95572	2.43072	0.07737	0.0	3.80706	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.68024	0.0	0.1176	0.11685	0.08628	0.00473	0.0	0.01735	0.00884	0.00767	0.10541	0.0	0.0	0.0	0.0	0.00011	0.00291	0.00246	0.0	1.46057	0.0	0.0	0.46325	0.0	0.66431	0.97142	0.0	0.0	0.00068	0.0	0.09801	0.0113	0.0	0.0	0.0	0.00262	0.00144	0.00153	0.00301	0.0	1.03625	0.00585	0.01514	0.0	0.24177	0.00224	0.00419
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.44738	0.29813	0.09196	0.0	0.07073	0.0211	0.0	0.10758	0.11135	0.01465	0.0	0.0	0.0	0.0	3.18216	0.0	0.01129	0.01801	0.0	0.41172	0.0	0.0	0.18909	0.69529	0.28774	0.18271	0.0	0.12265	2.06727	0.0	0.11434	0.0	0.23497	0.0	0.11065	0.0	0.21781	0.65704	0.0	0.0	0.23721	0.18987	0.06043	0.0	0.12307	0.08032	0.28702
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.37662	0.6101	0.57035	1.11136	0.52349	7.60938	0.57174	2.25649	2.18188	0.4553	0.27874	0.94636	0.73204	0.0	3.05925	0.59004	0.54149	0.12881	0.437	0.32823	0.0	0.0	0.11737	0.11708	0.07831	0.11911	0.0	0.58218	0.93796	0.20298	0.99716	0.31138	0.67352	0.06048	2.08489	0.67491	0.67428	1.25486	2.11336	0.17007	0.17524	1.93818	1.25247	0.29689	1.50799	0.42284	3.19777
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.33923	0.0	1.41856	0.60674	1.52948	1.09219	0.0	0.52171	0.68739	0.39198	0.59314	0.00045	0.00094	0.0	0.0	0.49613	1.20114	0.96625	0.0	0.25856	0.0	0.0	0.38143	0.31299	0.78237	0.82918	0.0	0.31235	0.0	0.0	0.85617	0.94626	0.20847	0.9398	0.02764	0.24595	0.36716	0.68183	0.09457	0.0	0.40334	0.84248	0.60889	0.46871	0.75489	1.70764	1.01173
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.28997	0.13092	4.24552	2.3367	4.77978	0.07313	0.334	4.49604	0.05105	0.01589	0.96247	0.1406	0.04056	0.0	0.0	0.33517	0.06688	1.0198	0.07101	0.85383	0.0	0.0	3.9162	2.03529	2.9334	2.40791	0.0	1.10739	0.00242	0.32974	2.97789	0.77493	1.06182	0.18343	1.02587	0.27698	0.07368	1.56964	0.09019	0.14645	0.80523	0.04157	1.7362	3.45	16.1982	0.26214	0.06601
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	0.21149	0.0	0.25435	0.59547	0.54073	0.02571	0.0	0.0	0.43327	0.0	0.78742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60412	0.0	0.0	0.6219	0.0	0.71133	1.05481	0.0	0.0	0.0	0.0	0.61981	0.0	0.0	0.0	0.0	0.0	0.0	0.51849	0.0	0.0	0.40442	0.3516	0.36184	0.00038	0.08469	0.0	0.5154
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926	0.14613	0.0	0.76574	0.07521	1.40476	0.0	0.0	0.0	0.41022	0.0	0.02936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43902	0.0	0.0	0.12724	0.00729	0.22615	0.14092	0.0	0.0	0.0	0.0	0.28825	0.0	0.0	0.0	0.0	0.0	1.21741	0.0	0.0	0.0	0.18317	0.47528	0.23594	0.00013	0.19244	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602	0.13134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18483	0.0	0.0	0.76982	0.17828	0.26478	0.27985	0.0	0.0	0.0	0.0	0.08254	0.0	0.0	0.0	0.0	0.0	0.0	0.33395	0.0	0.0	0.49854	0.0	0.0	0.0	0.0	0.73207	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	0.11543	0.0	0.0	0.0	0.0	0.00161	0.0	2.96613	0.0	0.00639	0.0	1.76065	0.89868	0.0	1.83313	0.37111	0.19768	0.02498	1.61158	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05603	0.0	0.0	0.41482	0.0	1.40501	0.00563	0.0	1.49805	0.0	0.0	1.05435	0.0	0.0	0.00186	2.89866	0.0	0.0	2.61308
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.11441	0.0	0.0	0.0	0.0	0.06764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33501	0.0	0.0	0.03412	0.0	0.06539	0.07187	0.0	0.0	0.0	0.0	0.03462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02756	0.0	0.0	0.0	0.0	0.0	0.09077
