#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR13022250	metaphlan_SRR13022251	metaphlan_SRR13022252	metaphlan_SRR13022253	metaphlan_SRR13022254	metaphlan_SRR13022255	metaphlan_SRR13022256	metaphlan_SRR13022257	metaphlan_SRR13022258	metaphlan_SRR13022259	metaphlan_SRR13022260	metaphlan_SRR13022261	metaphlan_SRR13022262	metaphlan_SRR13022263	metaphlan_SRR13022264	metaphlan_SRR13022265	metaphlan_SRR13022266	metaphlan_SRR13022267	metaphlan_SRR13022268	metaphlan_SRR13022269	metaphlan_SRR13022270	metaphlan_SRR13022271	metaphlan_SRR13022272	metaphlan_SRR13022273	metaphlan_SRR13022274	metaphlan_SRR13022275	metaphlan_SRR13022276	metaphlan_SRR13022277	metaphlan_SRR13022278	metaphlan_SRR13022279	metaphlan_SRR13022280	metaphlan_SRR13022281	metaphlan_SRR13022282	metaphlan_SRR13022283	metaphlan_SRR13022284	metaphlan_SRR13022285	metaphlan_SRR13022286	metaphlan_SRR13022287	metaphlan_SRR13022288	metaphlan_SRR13022289	metaphlan_SRR13022290	metaphlan_SRR13022291	metaphlan_SRR13022292	metaphlan_SRR13022293	metaphlan_SRR13022294	metaphlan_SRR13022295	metaphlan_SRR13022296	metaphlan_SRR13022297	metaphlan_SRR13022298	metaphlan_SRR13022299	metaphlan_SRR13022300	metaphlan_SRR13022301	metaphlan_SRR13022302	metaphlan_SRR13022303	metaphlan_SRR13022304	metaphlan_SRR13022305	metaphlan_SRR13022306	metaphlan_SRR13022307	metaphlan_SRR13022308	metaphlan_SRR13022309	metaphlan_SRR13022310	metaphlan_SRR13022311	metaphlan_SRR13022312	metaphlan_SRR13022313	metaphlan_SRR13022314	metaphlan_SRR13022315	metaphlan_SRR13022316	metaphlan_SRR13022317	metaphlan_SRR13022318	metaphlan_SRR13022319	metaphlan_SRR13022320	metaphlan_SRR13022321	metaphlan_SRR13022322	metaphlan_SRR13022323	metaphlan_SRR13022324	metaphlan_SRR13022325	metaphlan_SRR13022326	metaphlan_SRR13022327	metaphlan_SRR13022328	metaphlan_SRR13022329	metaphlan_SRR13022330	metaphlan_SRR13022331	metaphlan_SRR13022332	metaphlan_SRR13022333	metaphlan_SRR13022334	metaphlan_SRR13022335	metaphlan_SRR13022336	metaphlan_SRR13022337	metaphlan_SRR13022338	metaphlan_SRR13022339	metaphlan_SRR13022340	metaphlan_SRR13022341	metaphlan_SRR13022342	metaphlan_SRR13022343	metaphlan_SRR13022344	metaphlan_SRR13022345	metaphlan_SRR13022346	metaphlan_SRR13022347	metaphlan_SRR13022348	metaphlan_SRR13022349	metaphlan_SRR13022350	metaphlan_SRR13022351	metaphlan_SRR13022352	metaphlan_SRR13022353	metaphlan_SRR13022354	metaphlan_SRR13022355	metaphlan_SRR13022356	metaphlan_SRR13022357	metaphlan_SRR13022358	metaphlan_SRR13022359	metaphlan_SRR13022360	metaphlan_SRR13022361	metaphlan_SRR13022362	metaphlan_SRR13022363	metaphlan_SRR13022364	metaphlan_SRR13022365	metaphlan_SRR13022366	metaphlan_SRR13022367	metaphlan_SRR13022368	metaphlan_SRR13022369	metaphlan_SRR13022370	metaphlan_SRR13022371	metaphlan_SRR13022372	metaphlan_SRR13022373	metaphlan_SRR13022374	metaphlan_SRR13022375	metaphlan_SRR13022376	metaphlan_SRR13022377	metaphlan_SRR13022378	metaphlan_SRR13022379	metaphlan_SRR13022380	metaphlan_SRR13022381	metaphlan_SRR13022382	metaphlan_SRR13022383	metaphlan_SRR13022384	metaphlan_SRR13022385	metaphlan_SRR13022386	metaphlan_SRR13022387	metaphlan_SRR13022389	metaphlan_SRR13022390	metaphlan_SRR13022391	metaphlan_SRR13022392	metaphlan_SRR13022393	metaphlan_SRR13022394	metaphlan_SRR13022395	metaphlan_SRR13022396	metaphlan_SRR13022397	metaphlan_SRR13022398	metaphlan_SRR13022399	metaphlan_SRR13022400	metaphlan_SRR13022401	metaphlan_SRR13022402	metaphlan_SRR13022403	metaphlan_SRR13022404	metaphlan_SRR13022405	metaphlan_SRR13022406	metaphlan_SRR13022407	metaphlan_SRR13022408	metaphlan_SRR13022409	metaphlan_SRR13022410	metaphlan_SRR13022411	metaphlan_SRR13022412	metaphlan_SRR13022413	metaphlan_SRR13022414	metaphlan_SRR13022415	metaphlan_SRR13022416	metaphlan_SRR13022417	metaphlan_SRR13022419	metaphlan_SRR13022420	metaphlan_SRR13022421	metaphlan_SRR13022422	metaphlan_SRR13022423	metaphlan_SRR13022424	metaphlan_SRR13022425	metaphlan_SRR13022426	metaphlan_SRR13022427	metaphlan_SRR13022428	metaphlan_SRR13022429	metaphlan_SRR13022430	metaphlan_SRR13022431	metaphlan_SRR13022432	metaphlan_SRR13022433	metaphlan_SRR13022434	metaphlan_SRR13022435	metaphlan_SRR13022436	metaphlan_SRR13022437	metaphlan_SRR13022438	metaphlan_SRR13022439	metaphlan_SRR13022440	metaphlan_SRR13022441	metaphlan_SRR13022442	metaphlan_SRR13022443	metaphlan_SRR13022444	metaphlan_SRR13022445	metaphlan_SRR13022446	metaphlan_SRR13022447	metaphlan_SRR13022448	metaphlan_SRR13022449	metaphlan_SRR13022450	metaphlan_SRR13022451	metaphlan_SRR13022452	metaphlan_SRR13022453	metaphlan_SRR13022454	metaphlan_SRR13022455	metaphlan_SRR13022456	metaphlan_SRR13022457	metaphlan_SRR13022458	metaphlan_SRR13022459	metaphlan_SRR13022460	metaphlan_SRR13022461	metaphlan_SRR13022462	metaphlan_SRR13022463	metaphlan_SRR13022464	metaphlan_SRR13022465
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.18047	0.92211	1.07634	0.0	0.89826	1.40174	1.33008	0.3419	0.16092	0.26559	0.05525	0.45986	0.73359	0.06833	0.30827	1.19713	0.08952	0.0	0.52336	1.89495	0.07556	0.06045	0.29672	0.09082	0.00356	0.04968	0.02066	0.04702	0.0	0.0	1.36704	0.31689	0.77537	0.62216	1.90102	0.22827	0.71815	2.35289	0.87666	0.35246	1.44736	2.65703	0.5694	1.22159	1.63185	2.18947	0.2111	0.11937	1.44989	0.63365	0.26724	0.23346	0.11079	0.41614	0.39748	0.44397	1.99964	0.42994	0.00362	0.76196	0.42194	0.09155	0.45595	0.38702	0.22985	0.0	0.32292	0.27524	0.09309	0.0	1.71758	0.04988	0.11013	0.25282	0.08733	0.2331	1.0759	0.05327	0.71085	0.65247	0.97256	0.83267	0.87626	0.0	0.58609	0.87329	0.90294	0.18915	0.13488	0.07491	0.337	0.20199	1.19337	1.06721	0.18178	0.14316	0.49955	0.53647	0.98671	0.04253	0.19706	0.04775	0.83741	0.0867	0.63861	0.67291	0.72616	1.62585	1.84753	1.09604	1.67725	1.23752	2.64036	1.15928	0.08927	5.21144	0.46438	1.84346	0.94537	0.0	0.34161	0.00042	0.04267	0.06791	0.11063	0.08261	0.20375	0.00842	0.04429	0.01068	0.11515	0.0	0.0	0.58535	0.52112	1.47677	1.40127	0.0	0.33425	0.1597	0.03488	0.78752	0.29535	0.43805	0.8395	0.69148	2.38217	3.67148	0.73451	0.0	3.02024	0.09913	0.23813	0.24995	1.10078	0.3288	0.66502	0.60853	0.55377	0.27014	0.07276	0.28593	0.21858	0.17126	0.4365	0.01771	0.12066	0.17357	0.4688	0.22738	0.29699	4.03991	0.6621	1.12238	0.30382	0.17151	1.79931	0.24311	0.8805	0.27269	0.24724	0.01724	0.02048	0.15058	0.07111	0.05286	0.70362	1.54452	0.6964	0.02662	0.65691	0.82067	0.54623	0.07852	0.03063	0.13229	0.0	0.20156	0.0	0.14542	0.16672	0.06939	0.1072	0.05744	0.27523	1.7547	1.08832	0.39965	0.0	0.40923	0.37382	0.0	0.11495	0.48378
k__Bacteria|p__Bacteroidetes|c__CFGB4405	0.77928	0.28045	0.80612	0.0	0.96883	1.36315	1.15818	0.05493	2.19969	0.18183	0.0	0.37982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07385	0.18039	4.88974	1.18233	0.94929	1.89332	0.38875	0.78358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66228	0.0	0.48691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36234	8.01375	0.85459	1.50105	4.78269	0.3547	0.0	0.26156	0.54823	0.0	0.5768	0.33646	0.24011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53952	0.0	0.0	0.0	0.0	0.32367	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806	0.61981	1.5975	7.60551	0.0	0.53766	2.50447	6.81407	4.58033	1.91789	0.96157	0.0	10.89122	0.0	0.0015	0.0	0.00154	0.00688	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33115	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.00061	0.0	0.0	0.0	2.78237	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.00714	0.00439	0.0	0.0	0.0	0.0	0.0	0.01071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6225	0.0	0.0	0.0	0.0	0.0	0.04452	0.0	0.0	0.00175	0.0	1.90289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.00177	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	10.4573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	1.70137	2.5349	0.0	10.20036	4.42912	3.87911	0.0	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.84594	0.0	0.0	0.0	0.0	0.09153	0.00573	0.0	0.0	0.00766
k__Bacteria|p__Firmicutes|c__CFGB1422	0.44388	0.15316	0.01374	0.0	0.0	0.05447	0.00561	0.00643	0.0	0.0	0.0	0.01659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3378	0.39867	0.0	0.656	0.70266	0.08157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.43221	3.19755	4.0611	0.0	2.32989	2.89371	0.29353	1.31762	1.0662	0.44019	0.00946	0.33111	0.05334	0.00732	0.07996	0.85783	0.05186	0.17374	0.27781	3.69434	0.01795	0.36168	0.12939	0.02502	0.0	0.05404	0.0	0.01204	0.0	0.28485	0.0	1.49935	0.0	0.0	0.17474	0.04588	0.0	0.78915	0.20857	0.02379	0.16849	0.22754	0.17203	2.25686	0.38093	0.4869	0.02195	0.01751	8.39822	2.18571	6.16916	0.08449	0.10979	1.94741	0.26067	0.50143	3.66519	0.86048	0.28096	3.75772	1.21167	0.79889	0.19926	0.09026	0.2319	0.13793	0.08461	0.2731	0.11448	0.97985	8.1004	0.36777	0.00258	0.45294	0.45506	0.02667	0.02327	0.01467	0.28032	0.01192	0.04541	0.04632	0.18312	0.97728	3.24483	1.14131	0.34342	1.82895	0.00478	0.34513	0.27161	0.25419	0.09789	0.13518	0.17531	0.15692	0.0	0.69695	0.02505	0.02093	0.05689	0.13883	0.06732	0.00579	0.15669	0.07303	0.09659	0.91724	0.6484	0.22732	1.05422	0.17698	0.09736	1.37952	0.04939	0.89104	0.1746	2.18261	0.64453	0.0	0.08089	0.01113	0.00359	0.01539	0.00975	0.0	0.0114	0.00718	0.0	0.09117	0.05875	0.69873	0.10052	0.12301	0.34041	6.24464	3.44452	1.73702	0.28274	0.04261	0.01428	0.28505	1.61319	0.5028	0.12718	1.23321	0.92301	0.59202	0.00681	5.17276	0.0	1.31074	0.00755	0.0359	0.11288	19.11913	0.18453	0.18063	0.13018	0.0	0.02977	0.0	0.01581	0.04504	0.22212	0.00485	0.0	0.06141	0.88834	0.2733	0.0044	0.40161	11.57498	4.86593	0.2316	0.01975	0.92956	1.69229	0.07446	0.16616	0.05368	0.0508	0.79846	0.02056	0.20863	0.56133	2.2234	1.23106	22.97912	0.32162	4.13242	1.90005	1.13876	0.00049	0.02865	0.1989	0.34567	3.80401	0.59162	0.05065	0.00734	0.04304	1.21721	37.21567	2.64208	0.02403	0.05663	0.00429	0.18286	1.72893	0.06972	0.0	0.00842	0.10816
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.4169	0.22794	0.71049	0.07597	1.42473	0.51575	2.32568	0.17073	0.14205	0.43213	0.07615	0.60482	0.67663	0.2298	0.1674	0.12277	0.06578	0.43425	0.29534	0.57522	0.02859	0.75235	1.07275	0.13448	0.075	0.34175	0.41469	0.52754	0.13644	0.19615	0.07681	0.07939	0.08341	0.05144	0.06161	0.15675	0.0614	2.58189	0.00511	0.07763	0.92426	0.54049	0.34733	0.66906	0.52935	0.74423	0.33357	0.0693	1.13142	0.30867	1.12025	1.05323	0.66716	3.54671	5.11777	3.66893	0.00613	0.01346	0.16686	0.03498	0.01197	0.0	0.02505	1.21253	0.0	0.03992	0.03612	0.08074	0.57566	1.99001	0.76654	0.00163	0.02045	0.2678	0.12502	1.05005	0.5051	0.29984	0.91951	0.5221	0.41175	1.07393	0.72636	0.14562	0.74335	0.88975	0.80032	0.32246	0.23539	0.72375	0.86215	1.77154	0.51635	0.49227	2.96767	0.0	1.45528	0.97709	1.14181	0.09825	2.02846	2.28622	0.24436	0.27833	0.37953	0.27387	0.37706	1.0454	0.48632	0.44532	1.50384	0.67109	1.7826	0.89704	0.19213	2.46319	0.19369	0.3691	0.00081	0.03178	0.46796	0.09995	0.29941	0.01928	0.20924	0.86359	0.08159	0.11543	0.32152	0.05832	0.43916	0.0422	0.05582	0.12617	0.0	0.0	0.0	1.49617	3.02251	0.88908	0.71485	0.37617	2.8027	0.46761	0.17644	0.5566	1.16484	0.65789	0.46545	0.11545	0.14066	0.24382	0.00221	0.08242	0.00026	0.03118	0.01967	0.17748	0.18446	0.0966	0.02938	0.46155	0.9449	0.18648	0.1192	0.21713	0.22789	0.10654	0.78031	0.91557	0.15121	1.05816	0.06834	0.57293	0.26932	0.10858	0.23499	2.38304	0.24563	0.0633	1.44612	1.31779	3.52923	0.02967	0.0312	2.58589	2.43919	1.31438	0.88657	0.40075	0.3063	1.25033	0.83563	0.01022	0.25966	0.13465	0.18159	0.13744	0.08958	0.0	0.63648	0.23363	0.12818	0.15277	1.39496	0.01815	0.04918	0.03875	0.0	1.44361	0.11161	0.19622	0.19827	0.90489
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	0.35272	0.17594	0.09429	0.0	0.05958	0.17382	0.13446	0.11165	0.06959	0.07621	0.0	0.0	0.02408	0.0	0.04158	0.0	0.0	0.03476	0.01908	0.1301	0.0	0.06151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23071	0.04744	0.08846	0.09851	0.0	0.64236	0.23277	0.36691	0.0	0.0	0.05026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35645	0.22585	0.0	0.0	0.0	0.0	0.03479	0.16918	0.0	0.23332	0.08956	0.09481	0.0462	0.36699	0.0	0.01606	0.01561	0.02037	0.04643	0.0	0.0	0.0	0.20216	0.01785	0.20415	0.07916	0.0	0.05807	0.16749	0.04812	0.0	0.12559	0.0896	0.01473	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06257	0.0	0.0	0.0	0.0	0.0	0.5824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06447	0.0	0.0	0.00078	0.0	0.0	0.0	0.03872	0.0	0.03249	0.0109	0.09583	0.0	0.00705	0.0	0.0	0.0	0.07046	0.06184	0.01166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01892	0.0	0.44399	1.09697	0.0	0.26458	0.82593	0.18734	0.0	0.00671	0.0	0.01559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09016	0.0	0.0	0.00462	0.01495	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.23129	0.15993	0.45374	0.29238	0.04429	0.04804	0.90597	0.0787	0.0131	0.04969	0.08925	0.18969	1.17079	0.55882	1.16853	0.49736	0.03461	0.0	0.88355	0.44313	0.13392	0.0	0.0	0.0	0.09072	0.0	0.02339	0.03263	0.02419	0.5336	0.26982	1.71283	2.20261	0.40908	0.0	0.0	0.0	0.0	0.0	0.05397	0.07942	0.07103	0.1455	0.03065	0.10114	0.05474	0.0	0.06181	1.28395	0.45038	0.0	1.42884	1.49996	0.06583	0.4628	0.10327	0.01796	0.00571	2.7995	0.01597	0.00879	0.00287	0.20488	0.73802	0.13569	0.01144	0.42885	0.4519	0.41494	15.40558	0.21981	0.00762	0.0	0.0	3.94808	0.0	0.44215	0.60995	0.45039	0.10406	0.89053	8.163	0.48383	0.0	0.25002	3.63575	0.64336	0.04434	0.52764	1.38266	0.62895	0.21734	0.01975	0.07919	0.0	0.0	0.04391	0.03432	0.06645	0.15932	0.01558	0.0	0.00066	0.0	0.08559	0.02283	0.13125	0.14724	0.04905	0.06285	0.17244	0.0548	0.14836	0.06455	0.29664	0.03195	0.27093	0.0	0.01219	0.02021	0.18832	0.16195	0.09489	0.0359	0.10411	0.15443	0.02895	0.00033	0.01952	0.02693	0.09808	0.44585	0.0	0.0	0.0	0.0	0.0	0.37389	0.0	0.0	3.49281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01599	0.03352	1.75064	0.72923	0.05722	0.01291	0.03688	0.08676	0.33579	0.10904	1.00447	0.0	0.0	0.0	0.0	0.0	0.0	0.68004	0.0	0.0	0.0	0.06078	0.0	1.31498	0.0	0.0	0.03086	0.1745	0.0	0.0	0.0	0.0	0.0	0.73547	0.04729	0.0	0.26223	0.57161	15.30688	0.97163	0.07133	1.54736	0.24537	0.55303	0.21356	0.11833	0.28012	0.0	0.0	2.21159	0.0	0.0	0.84557	2.79952	0.0	0.0	0.18988	0.0305	0.04574	0.01837	0.0	1.06189	0.2409	0.36626	0.09863	0.35813
k__Bacteria|p__Bacteroidetes|c__CFGB59744	0.21379	0.16397	0.0	0.0	0.00209	0.03358	0.0	0.78106	0.55641	0.45808	0.0	0.1428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3417	0.14666	0.0	0.29873	0.1303	0.06482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8822	0.15768	0.01935	0.08532	0.0	0.18033	0.04377	0.14611	0.04495	0.16212	0.08519	0.0	0.01887	0.0226	0.0	0.00232	0.0	0.13551	0.05471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03876	0.0	0.0	0.09836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18099	0.0	0.0	0.0248	0.0	0.0	0.09006	0.13206	0.04371	0.16976	0.0	0.0	0.0	0.0	0.02969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11235	0.04621	0.0	0.00477	0.0	0.70945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.2734	0.00286	0.04251	0.0	0.24244	0.0	0.00184	0.00917	0.0	0.10686	0.00123	0.04282	0.02501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.00233	0.00135	0.04939	0.0	0.0	0.0	0.10603	0.01553	0.00655	0.0	0.01379	0.0	0.0	0.1282	0.04662	0.0	0.16247	0.11762	0.08338	0.0	0.04438	0.15147	0.04768	0.0	0.0	0.0	0.0	0.03247	0.0	0.0	0.0	0.11938	0.07333	0.0	0.4149	0.10671	0.05981	0.0	0.17115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.1437	0.28234	0.42034	0.19849	0.47432	0.47625	0.2579	1.0255	0.94209	0.78815	0.65507	1.18329	0.23429	0.56508	0.83184	0.05736	0.63833	0.87564	0.39075	2.55541	0.51251	0.01524	0.27159	0.83102	3.69357	2.31713	4.89515	0.71631	3.7599	0.46457	1.85378	1.11662	2.03553	2.46216	0.507	0.30498	1.87257	1.6074	0.77535	1.63804	0.15527	0.26758	0.10908	0.26683	2.95874	0.6919	0.60246	1.84889	0.09511	0.0862	0.19763	0.21682	0.73326	0.21737	0.19578	0.19376	0.31678	0.38328	0.04202	1.11341	1.21207	0.41908	0.95078	0.95682	0.76168	1.00515	2.07919	0.69051	0.02588	0.0	0.10145	0.6219	0.28697	1.01381	0.52522	0.30545	0.20314	0.46387	0.01952	0.09342	0.25096	0.10191	0.08506	2.36018	0.11579	0.91704	2.46846	0.28546	1.26386	0.36261	1.22623	0.03591	0.1517	0.26813	0.21419	6.33288	0.04168	0.05712	0.04061	0.45344	0.04621	0.03018	0.06912	0.67619	0.50852	0.19358	2.97603	2.73365	1.09623	0.23124	2.20287	0.63455	0.64913	2.14031	1.45682	1.93029	4.29527	5.29312	3.89574	0.00253	0.57446	1.17927	0.67674	0.46082	0.48327	1.6158	1.07388	1.0149	0.76287	0.56942	0.38733	0.0	0.0	0.9872	2.78009	0.58102	0.45336	0.0075	0.48649	0.78772	0.20913	4.1258	0.38808	0.66691	7.23173	2.89219	7.84494	13.47972	1.57602	4.40461	8.11541	0.5577	0.86905	0.23377	4.27789	0.88968	2.44643	1.63479	0.29691	0.4118	0.43692	0.58381	3.33713	0.59934	0.33397	0.62114	0.46348	1.32029	0.83599	0.55626	0.72946	0.04217	1.55821	0.78111	0.77949	0.51429	2.65175	0.35636	0.80096	1.47639	0.98782	0.79474	0.55269	0.00631	1.19117	0.32587	0.23155	0.09416	0.0538	0.14472	0.15214	0.11476	0.03519	0.71202	0.70885	0.0	0.0	1.23145	0.0	4.06395	0.35507	0.0	0.36195	0.1552	0.4364	0.73243	1.01693	0.38789	0.17848	0.3572	0.8879	0.0	1.75592	0.11984
