#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR6000869	metaphlan_SRR6000870	metaphlan_SRR6000871	metaphlan_SRR6000873	metaphlan_SRR6000874	metaphlan_SRR6000877	metaphlan_SRR6000878	metaphlan_SRR6000890	metaphlan_SRR6000891	metaphlan_SRR6000892	metaphlan_SRR6000893	metaphlan_SRR6000894	metaphlan_SRR6000895	metaphlan_SRR6000896	metaphlan_SRR6000899	metaphlan_SRR6000900	metaphlan_SRR6000901	metaphlan_SRR6000902	metaphlan_SRR6000903	metaphlan_SRR6000905	metaphlan_SRR6000906	metaphlan_SRR6000907	metaphlan_SRR6000908	metaphlan_SRR6000909	metaphlan_SRR6000910	metaphlan_SRR6000911	metaphlan_SRR6000912	metaphlan_SRR6000920	metaphlan_SRR6000921	metaphlan_SRR6000931	metaphlan_SRR6000932	metaphlan_SRR6000940	metaphlan_SRR6000942	metaphlan_SRR6000944	metaphlan_SRR6000945	metaphlan_SRR6000946	metaphlan_SRR6000947	metaphlan_SRR6000949
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.00884	0.00238	0.01805	0.0	0.0	0.01878	0.0	0.0	0.00155	0.00283	0.0	0.0	0.00175	0.0	0.00411	0.0	0.0	0.00494	0.0	0.0	0.0	0.00094	0.12848	0.03399	0.01756	0.0	0.0	0.0	0.00065	0.0	0.06102	0.03876	0.0	0.03911	0.0	0.0	0.0062	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10257	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183|g__GGB42389	0.00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.00801	0.22614	0.01168	0.0067	0.0	0.0	0.00155	0.06139	0.0	0.0	0.08621	0.28715	0.07005	0.0	1.07906	3.46858	0.0	0.0	0.00728	0.0	0.0	0.01819	0.02176	0.0	0.01158	0.0	0.0	0.00219	0.0	0.31134	0.0	0.0	0.0	0.0	1.18277	0.0022	0.00059	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480	0.00768	0.11496	0.0	0.54949	0.03304	0.68235	0.0	0.06946	0.0	2.52801	0.0	0.36542	0.0	0.05192	0.0	0.0	2.27758	0.0	0.0	0.0	0.0	0.00208	0.59018	0.53447	0.33807	0.44768	0.0	0.48232	0.14606	0.00498	1.5671	1.66446	1.12151	0.30232	0.0	1.12538	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	0.00763	0.0	0.0	0.00015	0.01799	0.1602	0.0	0.00039	0.03936	0.00843	0.0	0.03332	0.00883	0.0	0.01863	0.19783	0.02309	0.0085	0.0	0.00243	0.00871	0.47969	0.27806	0.03171	0.0	0.0	0.00372	0.02262	0.0	0.0	0.00127	0.0	0.01049	0.00297	0.10202	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653	0.00748	0.00933	0.0	0.01097	0.0	0.20771	0.0	0.0008	0.01444	0.01328	0.00763	0.04072	0.00254	0.0	0.08854	0.0	0.09406	0.01906	0.0	0.0156	0.01711	0.05769	0.03787	0.00469	0.01177	0.00789	0.0	0.02731	0.0	0.01335	0.04205	0.0522	0.00219	0.01578	0.0	0.00476	0.01111	0.02983
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848	0.00741	0.003	0.0	0.00054	0.0	0.00045	0.0	0.0	0.00159	0.0	0.00411	0.00026	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0019	0.07994	0.0	0.0	0.00321	0.0	0.0	0.0	0.01572	0.00085	0.00539	0.0	0.11921	0.02186	0.01125	0.0	0.0	0.06511	0.01123
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.00484	0.00323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03071	0.0	0.0	0.0	0.0	0.02957	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02566	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena	0.00582	0.51429	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.00408	0.04469	0.17767	0.79747	0.0	0.05609	0.02979	0.00254	0.42953	0.03573	0.0	0.44148	0.0	0.00683	0.00193	0.12823	0.0	0.0	0.01137	0.13882	0.66538	0.49106	0.01861	0.00175	0.09259	0.0	0.00432	0.26831	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus	0.00573	0.0	0.0	0.0	0.0	0.78115	0.04171	0.0	0.0	0.05852	0.0	0.01112	0.0	0.0	0.0	0.0	0.00452	0.0039	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.00272	0.11976	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.05545	0.0	0.00178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980	0.00537	0.00025	0.0	0.02302	0.0	0.0	0.0	0.0	0.0	0.01475	0.00357	0.0	0.0	0.0	0.0	0.0	0.04334	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.00284	0.0	0.0	0.0	0.00095	0.0	0.0	0.1845	0.0	0.0	0.0	0.06062	0.0	0.00632
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea	0.00521	0.01406	0.0	0.00381	0.01053	0.0	0.0	0.00211	0.00055	0.0	0.00475	0.0	0.00092	0.0	0.03626	0.02909	0.01819	0.04313	0.0	0.00842	0.00228	0.02144	0.01954	0.00899	0.01445	0.00634	0.0	0.0	0.0077	0.01782	0.0	0.00704	0.0	0.00681	0.0	0.0	0.00087	0.00833
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33586	0.00508	0.0016	0.0	0.01156	0.01464	0.01752	0.0	0.0	0.0	0.0009	0.0	0.00459	0.0	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.01249	0.00046	0.02401	0.01454	0.00253	0.00265	0.0	0.0	0.01745	0.0	0.0643	0.0	0.0439	0.0	0.0	0.00073	0.03444	0.05106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522	0.00506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01016	0.01493	0.0	0.0	0.0	0.0	0.0	0.0	0.00418	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.00465	0.01192	0.0	0.01755	0.0	0.01572	0.0	0.0	0.0	0.0	0.0591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00664	0.0	0.0	0.0	0.02154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella	0.0046	0.0	0.0	0.0029	0.0	0.0	0.0	0.00033	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.00289	0.0	0.0002	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01891	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	1.80075	0.0	0.0	0.04783	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas	0.00433	0.0	0.0	0.0	0.0	0.12527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05244	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.00431	0.0148	0.01421	0.01954	0.11857	0.77806	0.0	0.00632	0.00159	0.00592	0.0	0.02903	0.03367	0.03724	0.06684	0.0	0.04483	0.02796	0.01066	0.23963	0.0	0.36285	0.03495	0.01514	0.00349	0.01113	0.0	0.09516	0.10854	0.00224	0.01354	1.18244	0.00233	0.05983	0.0	0.0	0.0	0.03108
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor	0.00421	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.01052	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01272	0.0	0.0	0.0	0.00585	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0406	0.0	0.04288	0.00156	0.0	0.0	0.05163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26861	0.0	0.0	0.0	0.00953	0.0	0.0	0.0	0.02803	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella	0.00411	0.0	0.00173	0.0	0.00267	0.0	0.0	0.00273	0.00251	0.00214	0.0	0.0	0.0	0.0	0.00884	0.0	0.00129	0.00429	0.0	0.00116	0.0	0.0	0.00817	0.0	0.00658	0.0	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.01531	0.00077	0.0	0.0	0.0	0.0	0.00601	0.0	0.0	0.00561	0.0	0.0062	0.0	0.10538	0.00305	0.00237	0.00053	0.00114	0.0	0.00092	0.0	0.00028	0.0	0.00918	0.03918	0.0	0.0	0.00272	0.0	0.0009
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium	0.00344	0.0	0.0	0.0	0.00548	0.0	0.0	0.00841	0.02858	0.0	0.0	0.0	0.00081	0.0	0.00064	0.01169	0.0	0.00326	0.0	0.00486	0.0	0.18192	0.01021	0.0	0.00188	0.00199	0.00178	0.0	0.00044	0.0	0.00391	0.04071	0.0	0.01781	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus	0.0028	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0028	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.01954	0.0	0.00285	0.00125	0.0	0.0	0.00296	0.07477	0.0	0.0	0.00874	0.0	0.0	0.02882	0.0	0.00022	0.0	0.00438	0.0	0.0	0.00036	0.00812	0.03008	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloscillospira	0.00273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.00255	0.03248	0.0	0.0	0.0	0.0	0.00344	0.01236	0.0	0.0	0.14166	0.03811	0.01425	0.0	0.0	0.08869	0.0	0.0	0.0	0.00713	0.16004	0.0	0.03232	0.0	0.06992	0.0	0.0	0.47618	0.0	0.04534	0.0	0.0	0.0	0.01674	0.00054	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.00247	2.86523	0.0	0.04924	2.63683	0.00539	0.27627	0.24094	0.0	0.03114	1.11189	2.97695	0.41304	0.0	0.04059	0.34644	2.1137	0.0	2.44802	0.04864	0.0	0.08633	0.68892	0.01666	0.0	0.00172	2.74804	3.98842	0.07468	3.79539	0.0	0.58813	0.0	0.00073	4.11544	0.14318	0.22535	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07699	0.0	0.0	0.0	0.00311	0.0	0.0014	0.00119	0.11967	14.09745	0.00498	0.0	0.0	0.00511	0.0	0.0	0.00363	0.01126	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.86328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified	0.0021	0.0	0.0	0.0	0.0	0.02575	7e-05	0.0	0.00258	0.00184	0.0	0.00651	0.0	0.0	0.01519	0.0	0.00618	0.00324	0.0	0.00213	0.00075	0.01005	0.0	0.00495	0.00692	0.00327	0.0	0.00407	0.0	0.00142	0.00531	0.0414	0.00138	0.00049	0.0	0.01746	0.00152	0.0123
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3534	0.00205	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neochristensenella	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota	0.00196	0.0	0.0	0.00473	0.00538	0.0	0.01952	0.0	0.05122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07377	0.0	0.05519	0.13037	0.0	0.46072	0.19918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35588	0.0	0.0	0.00427	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534	0.00195	0.00677	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.01047	0.0	0.01486	0.0	0.0	0.0	0.0	0.02172	0.00166	0.0	0.00284	0.13259	0.0	0.00646	0.0	0.09753	0.0	0.0	0.0	0.04565	0.00209	0.0	0.00638	0.0	0.01037	0.0	0.03002	0.02568	0.27806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3510	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.02448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.01052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00756	0.0013	0.01334	0.0	0.0	0.0	0.00692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella	0.00186	0.0	0.0	0.0	0.0	0.00184	0.00409	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.01704	0.0	0.01342	0.0	0.0	0.0028	0.0	0.0	0.0	0.00843	0.00035	0.0	0.0	0.00818	0.0	0.0	0.00391	0.05767	0.0	0.0	0.0	0.0042	0.00126	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia	0.00127	0.00078	0.0	0.00098	0.0	0.0209	0.0	0.0	0.0	0.01979	0.00535	0.0	0.00017	0.0	0.0	0.0	0.01563	0.00499	0.0	0.00231	0.00082	0.12791	0.0	0.01114	0.0	0.0	0.0	0.0	0.0	0.00221	0.01688	0.00244	0.0	0.00107	0.0	0.02334	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00458	0.0	0.0	0.0	0.00307	0.01706	0.0	0.00544	0.0	0.0	0.00142	0.0	0.01282	0.0	0.00016	0.00296	0.0	0.0	0.0	0.0	0.0	0.00054	0.00273	0.0	0.0009	0.0	0.00139	0.0	0.0022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter	0.0011	0.0	0.0	0.00052	0.0	0.00123	0.0	0.0	0.0	0.00187	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.00129	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor	0.00091	0.00925	0.0	0.0	0.00366	0.0	0.00286	0.0	0.11534	0.06545	0.00263	0.00087	0.00076	0.00166	0.0	0.0	0.0	0.0037	0.0	0.00508	0.0	0.0	0.00742	0.00047	0.00508	0.0	0.00288	0.01158	0.01442	0.01074	0.0	0.00529	0.07347	0.00178	0.0	0.0	0.0	0.00532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9613	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.15092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046|f__FGB76046|g__GGB51510	0.00033	0.0	0.01579	0.0	0.01664	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.02077	0.0	0.01281	0.00637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.03798	0.04257	0.05336	0.00197	0.0	0.03784	0.0	0.0	0.02287	0.0	0.0	0.06858	0.08407	0.0	0.33621	0.0	0.02148	0.0	0.0	0.02853	0.0	0.0	0.24211	0.05266	0.08794	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Paralachnospira	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.03514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	19.55947	6.52861	10.23739	4.11681	0.00109	0.00169	16.16873	9.38277	19.31256	1.88343	3.55095	6.12961	3.73993	14.00781	17.3808	0.00183	24.46544	17.98641	1.93575	0.0	1.53251	0.747	9.70559	7.2927	8.97053	8.36361	0.00727	20.87219	16.49021	2.23707	8.85585	9.22248	26.31434	14.41212	0.0	2.88617	2.87861	1.87566
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	9.29907	5.04311	25.72553	7.17675	32.30034	0.00462	13.98418	0.00338	15.67246	1.87502	5.74815	17.46637	13.06631	21.44823	0.00554	26.58059	15.46224	16.27094	1.65665	14.80167	2.97232	0.21656	24.45496	9.51547	15.02727	10.26428	0.01162	2.76587	5.06342	6.56427	0.00089	8.23381	2.92925	0.01258	0.00039	1.43774	20.01922	4.93423
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249	6.54322	0.06508	0.0	0.0	0.0	0.0	0.0	0.08535	0.0	0.81314	1.16357	0.0	0.04531	0.0	0.0	0.0	0.0	1.5768	0.0	0.0	0.91474	0.0	0.0	2.83904	0.0	0.0	0.0	0.0	0.89926	0.08392	1.99851	0.0	0.0	0.0	0.0	0.85101	0.28561	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	6.23004	0.03969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66052	0.0	0.0	0.0	0.0	0.17247	0.0	0.0	0.23783	0.00019	0.06218	0.0	0.0	0.0	0.0	0.07963	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	5.31254	5.71435	1.0957	0.89548	4.27955	0.0	2.61522	2.46942	4.18038	0.56335	2.68141	2.91059	1.97944	2.50759	0.65688	0.0	0.60094	2.08166	0.0	1.78331	3.85772	5.96131	2.58939	0.7666	3.63419	2.81236	1.65288	1.78256	1.83078	7.28774	1.08009	0.16766	0.11402	1.85889	0.0	1.52076	3.1873	3.32613
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	3.75433	6.2423	0.0	25.14003	4.25459	12.55959	23.09792	2.01748	1.02614	3.1806	0.06827	6.32151	0.08248	2.38473	0.23051	0.00214	0.0	2.12483	0.61293	1.2815	1.7108	0.36189	1.8623	1.08475	0.86431	1.08839	0.0	0.48624	0.3004	0.76749	7.07181	1.53207	1.00883	3.60037	0.0	27.44597	0.15817	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii	3.61705	0.01436	0.0	1.13406	0.0	0.0	0.0	0.0	1.13726	4.55619	1.07544	0.0	0.0	0.0	0.0	0.0	0.0	0.66544	0.0	0.0	1.39668	0.0	2.32517	0.0	2.63041	1.65412	0.0	0.01553	0.0	0.00029	0.0	0.0	0.0	0.22201	0.0	0.0	1.2735	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	2.57936	1.25683	5.17773	4.50278	0.0	2.27496	0.0	0.0	0.14737	0.0	0.0	2.27468	2.41645	2.64381	0.6787	0.0	0.0	0.0	2.76207	0.0	0.0	0.0	3.46115	3.69401	0.0	0.28673	0.0	6.20092	0.0	0.47843	1.71259	0.0	0.0	0.45474	0.0	0.0	0.0	1.94592
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	2.57263	0.07693	0.0	0.00061	4.98579	5.34864	0.0	1.70903	0.04614	0.0	0.0	0.0	2.83583	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	1.03016	0.0	2.1716	0.0	5.06462	0.0	5.44231	3.33724	1.46413	0.03618	0.0	1.05936	0.0	0.62388	0.0	0.26833	0.21885	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	2.52292	4.43818	0.00017	0.0	8.04852	5.74461	0.00112	15.51922	0.20511	5.81914	0.24404	0.0	0.00126	7.36395	11.57516	0.00155	0.00181	0.0	0.73442	0.87457	0.00054	3.16021	0.0	0.0	0.0	0.08169	47.11868	2.70406	0.00174	0.31081	2.91648	0.0	0.00016	23.86135	47.50654	0.00275	3.76664	0.00083
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4599|s__GGB4599_SGB6362	2.28536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06833	0.0
